episode,discreward
100,-23.9065465809
200,-24.4918238841
300,-23.3033366748
400,-23.3905689552
500,-25.6514657492
600,-26.3902697593
700,-26.8513921024
800,-20.7619000978
900,-21.7218438872
1000,-26.3974702718
1100,-26.1307936479
1200,-21.6206570886
1300,-26.8310154961
1400,-27.2572978169
1500,-23.1358526342
1600,-24.6144776703
1700,-19.6814203588
1800,-26.0610220185
1900,-25.4650090668
2000,-24.4863512022
2100,-22.2864802476
2200,-22.2084432505
2300,-22.5206957562
2400,-25.7579264322
2500,-28.4936741118
2600,-26.9020169659
2700,-27.5424165956
2800,-21.8596058075
2900,-19.5402287700
3000,-28.3337394910
3100,-27.7026712646
3200,-22.6127522517
3300,-20.9683363606
3400,-24.0050171938
3500,-23.2038018769
3600,-23.6348723485
3700,-18.6654684768
3800,-23.0182354131
3900,-25.0373687024
4000,-22.6366576112
4100,-20.7852574753
4200,-23.2596114640
4300,-21.8221955384
4400,-26.5952326437
4500,-28.4276593076
4600,-21.9846620304
4700,-19.7448901850
4800,-21.1893461260
4900,-26.1089703410
5000,-21.3425222801
5100,-26.7968377387
5200,-20.2689000853
5300,-18.6119870304
5400,-17.9440518317
5500,-22.3849083419
5600,-16.9055255246
5700,-22.4145186906
5800,-19.9790156776
5900,-26.7317742765
6000,-20.4067470118
6100,-20.8180259666
6200,-21.6861032240
6300,-20.2413849136
6400,-24.8817056226
6500,-16.1188239077
6600,-19.7070258209
6700,-18.2694375850
6800,-23.0823509629
6900,-23.3155308070
7000,-24.9772500884
7100,-19.2102279801
7200,-19.3462324012
7300,-21.9962288510
7400,-20.3226675018
7500,-20.5589605793
7600,-18.6302917510
7700,-17.7231740047
7800,-20.7041135880
7900,-20.8931920995
8000,-19.9304214089
8100,-21.0755445053
8200,-16.4848235118
8300,-19.8694283680
8400,-23.6073921042
8500,-22.9424815174
8600,-20.9003501048
8700,-20.4403042034
8800,-21.3711153312
8900,-20.3540399848
9000,-25.0982131121
9100,-22.9241830279
9200,-26.4432960182
9300,-19.9844938387
9400,-15.8028453482
9500,-21.3543300308
9600,-28.0714922988
9700,-19.8168688533
9800,-20.8073253049
9900,-17.2759263025
10000,-21.0706593471
10100,-21.8869478049
10200,-24.8386510706
10300,-19.4889550514
10400,-22.9633318730
10500,-15.5169136322
10600,-24.1809255347
10700,-21.3434280386
10800,-19.4984572367
10900,-18.5288971930
11000,-18.0221287921
11100,-19.9616929839
11200,-23.1124038424
11300,-20.5375351642
11400,-21.7690510784
11500,-18.0334614540
11600,-19.2124085512
11700,-16.1683936450
11800,-25.8067487547
11900,-19.4462417678
12000,-20.3399106423
12100,-20.2232104380
12200,-17.2855051328
12300,-17.2803959609
12400,-16.1549791811
12500,-17.8469492762
12600,-21.0752063565
12700,-17.4330910359
12800,-18.8539422294
12900,-16.7041625927
13000,-16.8503666160
13100,-18.8454105606
13200,-18.7279126587
13300,-21.7741007187
13400,-16.3700172027
13500,-15.5806384782
13600,-17.2664721742
13700,-18.3051697994
13800,-18.8810932491
13900,-16.8350684017
14000,-20.2050482882
14100,-23.1487530414
14200,-13.0136996771
14300,-14.4155009374
14400,-24.6166366289
14500,-18.9249363972
14600,-19.0385705202
14700,-24.9043342918
14800,-15.0995911819
14900,-16.4187071818
15000,-20.3325135187
15100,-22.5457825457
15200,-19.7680895701
15300,-23.3274598856
15400,-15.7535742924
15500,-17.3971744461
15600,-18.0983316307
15700,-22.4059906260
15800,-28.2832735272
15900,-15.8258616798
16000,-17.5788867419
16100,-20.9374316179
16200,-21.1511061908
16300,-20.0492926921
16400,-16.2612298776
16500,-15.5763647033
16600,-11.6588189268
16700,-18.2561769940
16800,-15.3637922416
16900,-17.4385054785
17000,-21.1357151012
17100,-17.8742580893
17200,-23.2731456653
17300,-18.5925315375
17400,-16.9192573698
17500,-22.5009425952
17600,-14.1786937203
17700,-15.5288797214
17800,-21.4834180819
17900,-16.2423969239
18000,-19.9137386986
18100,-19.9702761969
18200,-18.6870310169
18300,-17.4315922653
18400,-17.9153924443
18500,-18.3190028354
18600,-16.6478196668
18700,-17.3252964686
18800,-16.6511429963
18900,-16.8569424568
19000,-17.2015743444
19100,-17.7573869664
19200,-18.7854045877
19300,-21.9017196852
19400,-20.0144776449
19500,-14.5158722626
19600,-19.2944248867
19700,-17.9869775295
19800,-18.0854125646
19900,-19.3570729541
20000,-17.1032777293
20100,-16.0662223802
20200,-15.6960245538
20300,-18.9037210207
20400,-22.9704640811
20500,-15.7522838016
20600,-14.1876858424
20700,-16.4811705666
20800,-21.9950783782
20900,-16.9396561434
21000,-20.8799852195
21100,-14.7268621889
21200,-19.8805737571
21300,-16.6933559639
21400,-15.9117884039
21500,-20.4395685749
21600,-12.7605607669
21700,-18.6381992788
21800,-19.2980477233
21900,-21.0894607958
22000,-19.5718219480
22100,-25.3280124185
22200,-15.0745737095
22300,-18.8578568678
22400,-16.2484544953
22500,-20.9287582497
22600,-12.7899647952
22700,-17.3942036897
22800,-17.6199648868
22900,-15.6661555451
23000,-13.6031259301
23100,-17.8709979543
23200,-11.9059558102
23300,-14.1023033384
23400,-13.9360359511
23500,-15.9192408167
23600,-16.0844830307
23700,-22.7633972411
23800,-16.9422621731
23900,-16.2170741961
24000,-20.4537306576
24100,-16.1410590666
24200,-17.3576668182
24300,-15.5595605730
24400,-18.3742797217
24500,-16.0024329523
24600,-23.1452889361
24700,-18.6317127460
24800,-14.9037223039
24900,-13.1796712816
25000,-17.3125690602
25100,-23.8216313900
25200,-14.2512049002
25300,-15.1909380759
25400,-13.4366985399
25500,-20.8880621173
