episode,discreward
100,-19.6501174306
200,-16.8347292918
300,-18.4996550832
400,-15.2864137728
500,-18.1167506297
600,-20.7854619023
700,-16.7756547726
800,-18.8297314167
900,-15.7260744527
1000,-16.2531673574
1100,-18.6115798866
1200,-13.6421461095
1300,-15.3104910140
1400,-21.3533378847
1500,-13.3666731268
1600,-16.4965750942
1700,-10.4753786942
1800,-19.8425483136
1900,-17.2784233461
2000,-16.6325955558
2100,-13.7642557128
2200,-12.8081267183
2300,-13.9854551717
2400,-13.4161698115
2500,-13.0899100582
2600,-17.1024612084
2700,-18.4286929882
2800,-13.6488924576
2900,-6.3356742492
3000,-18.4413723919
3100,-12.0899056530
3200,-11.8007697781
3300,-9.0002268563
3400,-20.0309977039
3500,-13.7904094881
3600,-9.9094818029
3700,-9.2670002865
3800,-13.0167574689
3900,-7.6283123509
4000,-10.7781365119
4100,-8.5890372297
4200,-8.6842406557
4300,-8.9829322302
4400,-16.8588910220
4500,-15.5988718246
4600,-10.1378842064
4700,-9.6762717471
4800,-10.0553611135
4900,-15.2719726418
5000,-13.6821138514
5100,-13.6277884436
5200,-8.7689972870
5300,-10.8444080645
5400,-9.8475115937
5500,-5.2114692493
5600,-9.3189889410
5700,-9.1390318638
5800,-7.1724857358
5900,-12.4044871633
6000,-7.9987991477
6100,-6.9579863054
6200,-7.2170119802
6300,-10.4848066258
6400,-10.7291699967
6500,-7.0312205808
6600,-9.5251619421
6700,-5.9716995054
6800,-13.5585378770
6900,-10.7541077302
7000,-8.0834707232
7100,-8.4882949742
7200,-10.8741481940
7300,-8.6234653964
7400,-8.0520316636
7500,-6.3469216362
7600,-8.1511741358
7700,-5.6022969526
7800,-8.3075135253
7900,-3.4363476233
8000,-7.7743915223
8100,-4.7473831050
8200,-4.7988582410
8300,-6.6587464255
8400,-4.1710475517
8500,-6.5297795875
8600,-5.9222170506
8700,-2.5978128233
8800,-6.3134055086
8900,-6.7119955706
9000,-11.6293283271
9100,-10.1885698403
9200,-5.6405811174
9300,-11.2545173082
9400,-7.4423049838
9500,-6.7509932479
9600,-4.5598831694
9700,-5.7933725794
9800,-5.7483378346
9900,-6.6389533063
10000,-7.0548562799
10100,-4.0057841468
10200,-6.5726838724
10300,-7.6428974777
10400,-6.1599197018
10500,-3.6609365519
10600,-6.8450841094
10700,-7.4263497272
10800,-6.4748251850
10900,-6.8110176225
11000,-6.9697421132
11100,-4.0809602158
11200,-3.7871816150
11300,-5.8658459624
11400,-7.8951857983
11500,-6.3353525614
11600,-5.2734116402
11700,-2.2791017979
11800,-4.5630506672
11900,-7.1100004109
12000,-11.9054286514
12100,-2.9322497294
12200,-3.4183583591
12300,-4.7923661684
12400,-7.1393856038
12500,-6.4460661364
12600,-7.9533270128
12700,-3.0635321520
12800,-4.1246458918
12900,-6.0210629880
13000,-8.9530850375
13100,-6.3760389618
13200,-7.5263979130
13300,-4.8594550712
13400,-5.8330701139
13500,-4.4302914690
13600,-5.6395419973
13700,-6.9746753131
13800,-4.5983243736
13900,-3.1480883963
14000,-4.7914870238
14100,-2.0643578410
14200,-3.1346097965
14300,-3.9804190419
14400,-4.1793157733
14500,-2.3184912489
14600,-5.3638687396
14700,-10.4888416481
14800,-1.9127466312
14900,-5.7415194157
15000,-5.1991394847
15100,-3.0499749660
15200,-5.4851292919
15300,-4.4309887671
15400,-5.4459782175
15500,-9.4968114606
15600,-6.5694281758
15700,-4.8032783132
15800,-4.0277959037
15900,-6.4255804129
16000,-3.4574090649
16100,-1.8065292646
16200,-2.8571665816
16300,-5.0479239524
16400,-6.0724747362
16500,-2.5616324885
16600,-3.0487645425
16700,-6.1487887158
16800,-2.3126680402
16900,-4.5462595032
17000,-2.4655420758
17100,-6.6278010991
17200,-3.7937198048
17300,-3.6662678433
17400,-7.7047783410
17500,-4.2741488751
17600,-1.9587961223
17700,-7.6027536104
17800,-1.4296302593
17900,-4.3419509056
18000,-0.7587791153
18100,-2.9809857934
18200,-3.1586107632
18300,-5.8926188972
18400,-6.5895488343
18500,-4.3907635029
18600,-3.8879185534
18700,-5.1318452646
18800,-7.9327945952
18900,-5.3126625961
19000,-1.0760409843
19100,-3.2460995648
19200,-1.5409083614
19300,-4.7103805901
19400,-2.3264295801
19500,-4.2811813834
19600,-4.9683412151
19700,-5.7554279363
19800,-5.0652957784
19900,-4.6542139531
20000,-1.6537382530
20100,-5.7577583055
20200,-4.0640949366
20300,-4.8590321792
20400,-5.2850308079
20500,-6.6376157713
20600,-3.3044258406
20700,-3.6281720153
20800,-5.6828669479
20900,-5.0561346679
21000,-6.1543728647
21100,-3.8136518279
21200,-10.6848161205
21300,-5.0470271263
21400,-4.0288112543
21500,-3.0505638221
21600,-2.5281798910
21700,-3.1737141972
21800,-3.5926712307
21900,-5.7587135479
22000,-1.6181485436
22100,-4.2268309413
22200,-4.7505158542
22300,-2.4647448044
22400,-4.0748036487
22500,-4.8710766756
22600,-1.8000035142
22700,-5.2838378392
