episode,discreward
100,-19.1465127476
200,-18.2012954419
300,-18.1222016522
400,-15.9618197834
500,-21.2360149287
600,-19.9742870458
700,-22.4426748464
800,-20.8190162278
900,-15.4928517755
1000,-20.7153332275
1100,-21.3141238886
1200,-15.1751036536
1300,-19.9709430171
1400,-18.6221568776
1500,-17.7835172952
1600,-19.2031728989
1700,-12.8126454730
1800,-18.1536578473
1900,-20.2815123477
2000,-18.6547031874
2100,-14.2713908395
2200,-21.8833472028
2300,-16.9587359348
2400,-19.1603255511
2500,-23.3865246083
2600,-20.1282165247
2700,-23.6770982449
2800,-14.2943857563
2900,-5.0788709601
3000,-22.3256247723
3100,-18.6817065164
3200,-17.9745288988
3300,-17.6740982897
3400,-20.2405671798
3500,-20.8420683829
3600,-15.5551083765
3700,-13.8485843867
3800,-22.9627327520
3900,-13.4196213183
4000,-11.7569447641
4100,-17.9047553079
4200,-14.4782095467
4300,-13.8540192582
4400,-21.0461480708
4500,-19.1853403377
4600,-14.3995088059
4700,-12.5942033684
4800,-17.4732006513
4900,-19.1977703249
5000,-14.2457053579
5100,-19.5007674667
5200,-17.6938773974
5300,-20.3584273490
5400,-14.7649403014
5500,-14.4541778529
5600,-16.0074782706
5700,-19.5246208318
5800,-13.0973608170
5900,-18.5670770598
6000,-16.8133329843
6100,-12.1699747829
6200,-12.2983335916
6300,-13.9992471223
6400,-19.0608814045
6500,-13.3196724284
6600,-20.2893028446
6700,-11.7531907832
6800,-19.1314119431
6900,-11.2826859218
7000,-16.2987227878
7100,-11.8586645019
7200,-16.1720202747
7300,-12.2512382570
7400,-14.1726383254
7500,-13.2456457435
7600,-11.3480134863
7700,-16.9489500401
7800,-17.3290658251
7900,-15.9727468287
8000,-8.9034441854
8100,-13.2545191071
8200,-8.1731553523
8300,-16.7328489021
8400,-17.1577976148
8500,-18.1456416355
8600,-8.1760593280
8700,-10.0631832415
8800,-14.4830714207
8900,-10.7545888143
9000,-22.0544600520
9100,-11.8428093506
9200,-18.6262442832
9300,-13.3863300621
9400,-8.0053089268
9500,-15.5025000223
9600,-13.8090802523
9700,-12.4142796954
9800,-14.6548284856
9900,-8.1432555450
10000,-8.3734266880
10100,-12.5756020827
10200,-14.7506063055
10300,-11.3825581725
10400,-16.4049837086
10500,-6.4686193965
10600,-16.0830243607
10700,-13.7936073599
10800,-13.6369303470
10900,-12.7041149853
11000,-11.0199070342
11100,-13.7374760150
11200,-12.8645949182
11300,-15.6268399587
11400,-15.8016275360
11500,-13.5975485297
11600,-8.8897839342
11700,-8.8439410999
11800,-10.1647138652
11900,-10.0392836963
12000,-18.2602144148
12100,-11.2449473864
12200,-7.5246498671
12300,-14.3877121322
12400,-6.5973337310
12500,-12.0521328487
12600,-13.4756398787
12700,-9.9855672141
12800,-13.1572414104
12900,-8.0679214947
13000,-12.8487151219
13100,-8.5766573397
13200,-15.5943561183
13300,-11.3911101325
13400,-11.7107573086
13500,-11.5493069947
13600,-8.4905173378
13700,-13.1012670217
13800,-12.5312701940
13900,-6.8344372635
14000,-10.4874592685
14100,-11.6970327850
14200,-10.1582034169
