epoch,acc_train,acc_val,best_acc_val
0.000000,0.860000,0.776000,0.776000
1.000000,0.860000,0.871000,0.871000
2.000000,0.800000,0.805000,0.871000
3.000000,0.900000,0.867000,0.871000
4.000000,0.800000,0.873000,0.873000
5.000000,0.880000,0.892000,0.892000
6.000000,0.960000,0.889000,0.892000
7.000000,0.820000,0.853000,0.892000
8.000000,0.960000,0.925000,0.925000
9.000000,0.940000,0.897000,0.925000
10.000000,0.920000,0.938000,0.938000
11.000000,0.940000,0.929000,0.938000
12.000000,0.940000,0.864000,0.938000
13.000000,0.980000,0.932000,0.938000
14.000000,0.820000,0.938000,0.938000
15.000000,0.980000,0.940000,0.940000
16.000000,0.980000,0.929000,0.940000
17.000000,0.920000,0.937000,0.940000
18.000000,0.960000,0.944000,0.944000
19.000000,1.000000,0.953000,0.953000
20.000000,0.920000,0.948000,0.953000
21.000000,0.980000,0.938000,0.953000
22.000000,0.960000,0.944000,0.953000
23.000000,0.940000,0.920000,0.953000
24.000000,0.920000,0.914000,0.953000
25.000000,0.980000,0.964000,0.964000
26.000000,0.980000,0.925000,0.964000
27.000000,0.960000,0.944000,0.964000
28.000000,1.000000,0.969000,0.969000
29.000000,0.960000,0.958000,0.969000
30.000000,0.980000,0.944000,0.969000
31.000000,0.980000,0.961000,0.969000
32.000000,0.960000,0.971000,0.971000
33.000000,0.980000,0.953000,0.971000
34.000000,1.000000,0.963000,0.971000
35.000000,0.940000,0.937000,0.971000
36.000000,0.960000,0.974000,0.974000
37.000000,0.940000,0.896000,0.974000
38.000000,1.000000,0.977000,0.977000
39.000000,1.000000,0.946000,0.977000
40.000000,0.940000,0.972000,0.977000
41.000000,0.960000,0.959000,0.977000
42.000000,1.000000,0.957000,0.977000
43.000000,0.960000,0.933000,0.977000
44.000000,0.960000,0.972000,0.977000
45.000000,0.960000,0.960000,0.977000
46.000000,0.920000,0.958000,0.977000
47.000000,0.900000,0.915000,0.977000
48.000000,0.960000,0.949000,0.977000
49.000000,0.980000,0.941000,0.977000
50.000000,1.000000,0.972000,0.977000
51.000000,0.960000,0.940000,0.977000
52.000000,1.000000,0.963000,0.977000
53.000000,0.980000,0.961000,0.977000
54.000000,0.940000,0.927000,0.977000
55.000000,0.980000,0.933000,0.977000
56.000000,0.980000,0.963000,0.977000
57.000000,0.980000,0.954000,0.977000
58.000000,0.940000,0.964000,0.977000
59.000000,1.000000,0.958000,0.977000
60.000000,0.980000,0.964000,0.977000
61.000000,0.960000,0.957000,0.977000
62.000000,1.000000,0.967000,0.977000
63.000000,0.980000,0.977000,0.977000
64.000000,0.920000,0.959000,0.977000
65.000000,1.000000,0.954000,0.977000
66.000000,1.000000,0.972000,0.977000
67.000000,0.940000,0.948000,0.977000
68.000000,0.900000,0.964000,0.977000
69.000000,1.000000,0.975000,0.977000
70.000000,0.980000,0.970000,0.977000
71.000000,0.920000,0.979000,0.979000
72.000000,0.980000,0.955000,0.979000
73.000000,0.980000,0.972000,0.979000
74.000000,0.960000,0.979000,0.979000
75.000000,1.000000,0.976000,0.979000
76.000000,0.960000,0.982000,0.982000
77.000000,1.000000,0.961000,0.982000
78.000000,0.980000,0.964000,0.982000
79.000000,0.960000,0.968000,0.982000
80.000000,1.000000,0.976000,0.982000
81.000000,0.960000,0.962000,0.982000
82.000000,0.940000,0.972000,0.982000
83.000000,1.000000,0.967000,0.982000
84.000000,0.960000,0.976000,0.982000
85.000000,1.000000,0.973000,0.982000
86.000000,0.980000,0.946000,0.982000
87.000000,0.960000,0.947000,0.982000
88.000000,0.940000,0.959000,0.982000
89.000000,1.000000,0.974000,0.982000
90.000000,0.960000,0.956000,0.982000
91.000000,0.980000,0.976000,0.982000
92.000000,0.940000,0.958000,0.982000
93.000000,0.980000,0.974000,0.982000
94.000000,0.980000,0.960000,0.982000
95.000000,0.980000,0.970000,0.982000
96.000000,1.000000,0.973000,0.982000
97.000000,0.960000,0.973000,0.982000
