epoch,acc_train,acc_val,best_acc_val
0.000000,0.940000,0.893000,0.893000
1.000000,0.920000,0.950000,0.950000
2.000000,0.940000,0.973000,0.973000
3.000000,0.980000,0.960000,0.973000
4.000000,0.960000,0.970000,0.973000
5.000000,0.960000,0.918000,0.973000
6.000000,1.000000,0.967000,0.973000
7.000000,0.960000,0.972000,0.973000
8.000000,1.000000,0.977000,0.977000
9.000000,0.960000,0.957000,0.977000
10.000000,0.980000,0.988000,0.988000
11.000000,0.940000,0.954000,0.988000
12.000000,0.960000,0.943000,0.988000
13.000000,0.960000,0.958000,0.988000
14.000000,0.940000,0.979000,0.988000
15.000000,0.960000,0.922000,0.988000
16.000000,0.960000,0.968000,0.988000
17.000000,0.900000,0.938000,0.988000
18.000000,0.980000,0.949000,0.988000
19.000000,0.940000,0.969000,0.988000
20.000000,0.980000,0.978000,0.988000
21.000000,1.000000,0.979000,0.988000
22.000000,0.980000,0.976000,0.988000
23.000000,0.940000,0.934000,0.988000
24.000000,0.940000,0.953000,0.988000
25.000000,1.000000,0.966000,0.988000
26.000000,0.980000,0.933000,0.988000
27.000000,0.960000,0.976000,0.988000
28.000000,1.000000,0.974000,0.988000
29.000000,0.980000,0.979000,0.988000
30.000000,0.940000,0.945000,0.988000
31.000000,0.940000,0.972000,0.988000
32.000000,0.960000,0.938000,0.988000
33.000000,0.980000,0.984000,0.988000
34.000000,0.980000,0.981000,0.988000
35.000000,0.960000,0.956000,0.988000
36.000000,0.980000,0.984000,0.988000
37.000000,0.960000,0.972000,0.988000
38.000000,0.980000,0.979000,0.988000
39.000000,0.960000,0.957000,0.988000
40.000000,0.960000,0.965000,0.988000
41.000000,0.980000,0.981000,0.988000
42.000000,1.000000,0.967000,0.988000
43.000000,0.980000,0.973000,0.988000
44.000000,0.980000,0.987000,0.988000
45.000000,1.000000,0.969000,0.988000
46.000000,0.960000,0.981000,0.988000
47.000000,0.960000,0.977000,0.988000
48.000000,0.980000,0.962000,0.988000
49.000000,1.000000,0.970000,0.988000
50.000000,1.000000,0.970000,0.988000
51.000000,1.000000,0.979000,0.988000
52.000000,1.000000,0.978000,0.988000
53.000000,1.000000,0.980000,0.988000
54.000000,0.980000,0.967000,0.988000
55.000000,1.000000,0.968000,0.988000
56.000000,1.000000,0.985000,0.988000
57.000000,1.000000,0.964000,0.988000
58.000000,0.960000,0.972000,0.988000
59.000000,1.000000,0.984000,0.988000
60.000000,0.980000,0.981000,0.988000
61.000000,0.960000,0.967000,0.988000
62.000000,0.940000,0.938000,0.988000
63.000000,1.000000,0.987000,0.988000
64.000000,1.000000,0.980000,0.988000
65.000000,1.000000,0.982000,0.988000
66.000000,0.960000,0.977000,0.988000
67.000000,0.960000,0.961000,0.988000
68.000000,0.980000,0.980000,0.988000
69.000000,0.960000,0.968000,0.988000
70.000000,1.000000,0.960000,0.988000
71.000000,0.960000,0.980000,0.988000
72.000000,1.000000,0.980000,0.988000
73.000000,1.000000,0.984000,0.988000
74.000000,0.960000,0.981000,0.988000
75.000000,1.000000,0.992000,0.992000
76.000000,0.960000,0.974000,0.992000
77.000000,0.960000,0.963000,0.992000
78.000000,0.980000,0.990000,0.992000
79.000000,0.960000,0.970000,0.992000
