iteration,discreward
9280,-0.1415474456
9300,-0.1226458380
9320,-0.0662016036
9340,-0.0580010717
9360,-0.0605967196
9380,-0.0501172630
9400,-0.0827772606
9420,-0.0815619756
9440,-0.0935790934
9460,-0.0761674993
9480,-0.0811754569
9500,-0.0515085672
9520,-0.0556701459
9540,-0.0197170595
9560,-0.0475786446
9580,-0.0361224853
9600,-0.0366802549
9620,-0.0339357871
9640,-0.0579184625
9660,-0.0489597324
9680,-0.0408373075
9700,-0.0577412513
9720,-0.0211563340
9740,-0.0442029431
9760,-0.0354229653
9780,-0.0448936552
9800,-0.0538543361
9820,-0.0721402156
9840,-0.1020297010
9860,-0.0420509145
9880,-0.0527236020
9900,-0.0472765829
9920,-0.0356901406
9940,-0.0164927744
9960,-0.0347683667
9980,-0.0413457384
10000,-0.0620513163
10020,-0.0458209299
10040,-0.0313905483
10060,-0.0450025365
10080,-0.0590396239
10100,-0.0902472691
10120,-0.0465691646
10140,-0.0475073375
10160,-0.0251274917
10180,-0.0412231878
10200,-0.0590737973
10220,-0.0321104866
10240,-0.0287633110
10260,-0.0525660485
10280,-0.0298889181
10300,-0.0989957154
10320,-0.0712741640
10340,-0.0412471648
10360,-0.0507434867
10380,-0.0587046230
10400,-0.0361346211
10420,-0.1267254060
10440,-0.0382503483
10460,-0.0350751713
10480,-0.0513381449
10500,-0.0419117080
10520,-0.0445758718
10540,-0.0540445641
10560,-0.0631429532
10580,-0.0565365371
10600,-0.0233185458
10620,-0.0330235280
10640,-0.0851546247
10660,-0.0634898183
10680,-0.0538719050
10700,-0.0350509744
10720,-0.0534037614
10740,-0.0393775139
10760,-0.0357904564
10780,-0.0082857690
10800,-0.0510979347
10820,-0.0526783430
10840,-0.0453219537
10860,-0.0315923255
10880,-0.0238022178
10900,-0.0329292595
10920,-0.0208586729
10940,-0.0261454656
10960,-0.0318558042
10980,-0.0268284773
11000,-0.0510262755
11020,-0.0268915459
11040,-0.0250255557
11060,-0.0325738682
11080,-0.0684083424
11100,-0.0428969229
11120,-0.0419013026
11140,-0.0194543966
11160,-0.0370055009
11180,-0.0455056230
11200,-0.0137425224
11220,-0.0302053128
11240,-0.0350460118
11260,-0.0197634862
11280,-0.0414583606
11300,-0.0407552929
11320,-0.0597141485
11340,-0.0332218464
11360,-0.0180571076
11380,-0.0296456422
11400,-0.0287562283
11420,-0.0081167826
11440,-0.0502380714
11460,-0.0637516682
11480,-0.0460097809
11500,-0.0402181734
11520,-0.0356508549
11540,-0.0418834505
11560,-0.0248017679
11580,-0.0341485037
11600,-0.0564812860
11620,-0.0409112079
11640,-0.0405481163
11660,-0.0382821167
11680,-0.0486623622
11700,-0.0246187712
11720,-0.0333124508
11740,-0.0406717563
11760,-0.0493620126
11780,-0.0169339352
11800,-0.0254063280
11820,-0.0438959972
11840,-0.0300483101
11860,-0.0517681586
11880,-0.0411343938
11900,-0.0252341377
11920,-0.0681208025
11940,-0.0530684992
11960,-0.0384453884
11980,-0.0452111328
12000,-0.0493785218
12020,-0.0151297459
12040,-0.0727158344
12060,-0.0540899267
12080,-0.0204376597
12100,-0.0150101386
12120,-0.0618541961
12140,-0.0563049908
12160,-0.0712536332
12180,-0.0997673862
12200,-0.0586056096
12220,-0.0304799549
12240,-0.0620100006
12260,-0.0357947594
12280,-0.0199924400
12300,-0.0325095597
12320,-0.0469764938
12340,-0.0461806109
12360,-0.0358512273
12380,-0.0213993143
12400,-0.0294597758
12420,-0.0407685318
12440,-0.0264397975
12460,-0.0232287003
12480,-0.0599927565
12500,-0.0472924107
12520,-0.0495147107
12540,-0.0449758959
12560,-0.0392294396
12580,-0.0230757291
12600,-0.0474905055
12620,-0.0378443270
12640,-0.0127955432
12660,-0.0170834631
12680,-0.0316351577
12700,-0.0441685795
12720,-0.0209028144
12740,-0.0557885066
12760,-0.0423591331
12780,-0.0505270680
12800,-0.0515307863
12820,-0.0369889466
12840,-0.0418899685
12860,-0.0525323812
12880,-0.0521171074
12900,-0.0624674441
12920,-0.0634807592
12940,-0.0328173219
12960,-0.0521374333
12980,-0.0573919770
13000,-0.0463330529
13020,-0.0405345070
13040,-0.0588260364
13060,-0.0743720437
13080,-0.0772913435
13100,-0.0607296295
13120,-0.0429847130
13140,-0.0506299032
13160,-0.0516772296
13180,-0.0521826935
13200,-0.0793223749
13220,-0.0553054066
13240,-0.0533826739
13260,-0.0549456954
13280,-0.0420304806
13300,-0.0260384230
13320,-0.0160052508
13340,-0.0242980866
13360,-0.0331954201
13380,-0.0413215249
13400,-0.0468569961
13420,-0.0358423665
13440,-0.0257866985
13460,-0.0427690414
13480,-0.0185189448
13500,-0.0218334491
13520,-0.0554821553
13540,-0.0319537660
13560,-0.0263272722
13580,-0.0302222789
13600,-0.0166760160
13620,-0.0107168391
13640,-0.0702112253
13660,-0.0282782651
13680,-0.0178576254
13700,-0.0501737524
13720,-0.0491487487
13740,-0.0321579302
13760,-0.0297128913
13780,-0.0241752830
13800,-0.0312575196
13820,-0.0207884781
13840,-0.0277193866
13860,-0.0379234945
13880,-0.0690042498
13900,-0.0885400852
13920,-0.1100956369
13940,-0.0728029223
13960,-0.0539667389
13980,-0.0577022335
14000,-0.0620529531
14020,-0.0295690957
14040,-0.0629479593
14060,-0.0373863352
14080,-0.0786857814
14100,-0.0517323288
14120,-0.0463604929
14140,-0.0378757166
14160,-0.0218441157
14180,-0.0284697025
14200,-0.0517668249
14220,-0.0456875109
14240,-0.0352890577
14260,-0.0258751078
14280,-0.0512697526
14300,-0.0938926220
14320,-0.0512143102
14340,-0.0734105648
14360,-0.0278895653
14380,-0.0246797042
14400,-0.0324523270
14420,-0.0578626700
14440,-0.0680465476
14460,-0.0396973445
14480,-0.0536778936
14500,-0.0538124772
14520,-0.0259876799
14540,-0.0857738627
14560,-0.0345402957
14580,-0.0813254214
14600,-0.1216656535
14620,-0.0334435241
14640,-0.0198974445
14660,-0.0384431789
14680,-0.0535084161
14700,-0.0222333141
14720,-0.0363451202
14740,-0.0241549922
14760,-0.0209384252
14780,-0.0530512647
14800,-0.0293827878
14820,-0.0403111046
14840,-0.0316616789
14860,-0.0614641891
14880,-0.0299790821
14900,-0.0387130687
14920,-0.0349974680
14940,-0.0362109913
14960,-0.0520658094
14980,-0.0384737167
15000,-0.0301779610
15020,-0.0243616083
15040,-0.0290800691
15060,-0.0652140499
15080,-0.0800107288
15100,-0.0758567500
15120,-0.0467016929
15140,-0.0536129799
15160,-0.0473588954
15180,-0.0178338812
15200,-0.0250817415
15220,-0.0239541937
15240,-0.0392613007
15260,-0.0268439532
15280,-0.0498872092
15300,-0.0355045157
15320,-0.0346069050
15340,-0.0365942804
15360,-0.0365722740
15380,-0.0455551994
15400,-0.0332294536
15420,-0.0198595822
15440,-0.0542177906
15460,-0.0251149674
15480,-0.0150158977
15500,-0.0235456643
15520,-0.0165370568
15540,-0.0308832454
15560,-0.0374167990
15580,-0.0535446386
15600,-0.0281182611
15620,-0.0203752910
15640,-0.0292605922
15660,-0.0313344274
15680,-0.0197946700
15700,-0.0480599699
15720,-0.0622929654
15740,-0.0558282811
15760,-0.0124711993
15780,-0.0164734534
15800,-0.0253016101
15820,-0.0782298784
15840,-0.0523240438
15860,-0.0409558200
15880,-0.0301649351
15900,-0.0224926400
15920,-0.0445173131
15940,-0.0208309241
15960,-0.0225253648
15980,-0.0260804135
16000,-0.0374556734
16020,-0.0374474194
16040,-0.0291544947
16060,-0.0174573582
16080,-0.0397342179
16100,-0.0337165898
16120,-0.0375716502
16140,-0.0247218352
16160,-0.0340669297
16180,-0.0347670952
16200,-0.0353319594
16220,-0.0407226272
16240,-0.0358547357
16260,-0.0401887992
16280,-0.0608899835
16300,-0.0530400532
16320,-0.0587830124
16340,-0.0543223571
16360,-0.0379430785
16380,-0.0415693493
16400,-0.0414882417
16420,-0.0239194481
16440,-0.0488800057
16460,-0.0300150253
16480,-0.0646353763
16500,-0.0290848250
16520,-0.0528442908
16540,-0.0712016075
16560,-0.0405341424
16580,-0.0440204371
16600,-0.0466778375
16620,-0.0486979912
16640,-0.0609660602
16660,-0.0636400256
16680,-0.0370734731
16700,-0.0157421363
16720,-0.0376634402
16740,-0.0284779146
16760,-0.0331998729
16780,-0.0135444047
16800,-0.0500314241
16820,-0.0563876119
16840,-0.0479860348
16860,-0.0558230004
16880,-0.0578310573
16900,-0.0444276774
16920,-0.0572509873
16940,-0.0800366289
16960,-0.0354281840
16980,-0.0280082292
17000,-0.0515658942
17020,-0.0236751279
17040,-0.0214959644
17060,-0.0183061780
17080,-0.0355186048
17100,-0.0286224319
17120,-0.0320750090
17140,-0.0311917186
17160,-0.0569193791
17180,-0.0225211029
17200,-0.0453201092
17220,-0.0200679274
17240,-0.0381378532
17260,-0.0412210963
17280,-0.0259838194
17300,-0.0187878684
17320,-0.0457322112
17340,-0.0393074956
17360,-0.0306220153
17380,-0.0212741833
17400,-0.0593398643
17420,-0.0324271475
17440,-0.0599787924
17460,-0.0448907761
17480,-0.0596446890
17500,-0.0846126426
17520,-0.1126018869
17540,-0.0715059105
17560,-0.0894647175
17580,-0.0570399316
17600,-0.0541189616
17620,-0.0645679255
17640,-0.0708471273
17660,-0.0539948498
17680,-0.0954658002
17700,-0.0229085340
17720,-0.0320621954
17740,-0.0423787616
17760,-0.0707946751
17780,-0.0716141824
17800,-0.0468492983
17820,-0.0382387264
17840,-0.0402215542
17860,-0.0429105772
17880,-0.0263859743
17900,-0.0364374594
17920,-0.0361605088
17940,-0.0272251191
17960,-0.0334476658
17980,-0.0641939097
18000,-0.0771884984
18020,-0.0540738361
18040,-0.0889437359
18060,-0.0663339706
18080,-0.0339378514
18100,-0.0599890802
18120,-0.0813916056
18140,-0.0542555905
18160,-0.0262818943
18180,-0.0259326722
18200,-0.0337894261
18220,-0.0438098949
18240,-0.0225078192
18260,-0.0834878695
18280,-0.0287992808
18300,-0.0416902156
18320,-0.0315210468
18340,-0.0281834810
18360,-0.0287823232
18380,-0.0231548754
18400,-0.0148277691
18420,-0.0518549483
18440,-0.0420927059
18460,-0.0211767196
18480,-0.0225235840
18500,-0.0345792334
18520,-0.0173704521
18540,-0.0606900025
18560,-0.0403190134
18580,-0.0285093518
18600,-0.0453243032
18620,-0.0276391953
18640,-0.0260429532
18660,-0.0286802496
18680,-0.0137166228
18700,-0.0467935389
18720,-0.0189736080
18740,-0.0272422864
18760,-0.0341075775
18780,-0.0239229802
18800,-0.0676650858
18820,-0.0752519452
18840,-0.0254691682
18860,-0.0419792659
18880,-0.0293082131
18900,-0.0525533826
18920,-0.0377403680
18940,-0.0239366838
18960,-0.0224667858
18980,-0.0450730739
19000,-0.0110883993
19020,-0.0522646395
19040,-0.0413588959
19060,-0.0300948403
19080,-0.0328323531
19100,-0.0160988747
19120,-0.0187413725
19140,-0.0526467839
19160,-0.1463441829
19180,-0.0407877126
19200,-0.0246697366
19220,-0.0331072378
19240,-0.0540229080
19260,-0.0622285675
19280,-0.0630909523
19300,-0.0584101918
19320,-0.0331093657
19340,-0.0576325561
19360,-0.0425941529
19380,-0.0417916418
19400,-0.0236239736
19420,-0.0290260111
19440,-0.0262246210
19460,-0.0549576740
19480,-0.0163124550
19500,-0.0310657616
19520,-0.0283178909
19540,-0.0490917778
19560,-0.0365084259
19580,-0.0410792186
19600,-0.0311789808
19620,-0.0253124616
19640,-0.0411548305
19660,-0.0267548033
19680,-0.0427715017
19700,-0.0208654622
19720,-0.0406593907
19740,-0.0364044387
19760,-0.0331598901
19780,-0.0470576270
19800,-0.0683153971
19820,-0.0588908075
19840,-0.0372595221
19860,-0.0320343238
19880,-0.0334993825
19900,-0.0498685749
19920,-0.0233786102
19940,-0.0366869886
19960,-0.0368054347
19980,-0.0231297576
20000,-0.0322339603
20020,-0.0365783173
20040,-0.0427218803
20060,-0.0395520914
20080,-0.0284411506
20100,-0.0273166300
20120,-0.0452493304
20140,-0.0275042035
20160,-0.0339905098
20180,-0.0204350931
20200,-0.0295216704
20220,-0.0352466135
20240,-0.0237837315
20260,-0.0221616741
20280,-0.0403530954
20300,-0.0349108430
20320,-0.0544388947
20340,-0.0691249147
20360,-0.0287959904
20380,-0.0368234071
20400,-0.0635603728
20420,-0.0392708053
20440,-0.0553349144
20460,-0.0389630990
20480,-0.0512529654
20500,-0.0389789434
20520,-0.0308371093
20540,-0.0252442414
20560,-0.0436144823
20580,-0.0712358946
20600,-0.0766007099
20620,-0.0582967894
20640,-0.0414908971
20660,-0.0292706026
20680,-0.0278423538
20700,-0.0400999798
20720,-0.0535128889
20740,-0.0557858012
20760,-0.0647535840
20780,-0.0205682601
20800,-0.0416261476
20820,-0.0584443071
20840,-0.0768619145
20860,-0.0580757718
20880,-0.0660552616
20900,-0.0380630338
20920,-0.0457554976
20940,-0.0572369761
20960,-0.0241874905
20980,-0.0289801152
21000,-0.0248087280
21020,-0.0543516235
21040,-0.0427575887
21060,-0.1060513480
21080,-0.0966498209
21100,-0.0682560773
21120,-0.0340153596
21140,-0.0340366098
21160,-0.0468901184
21180,-0.0318365503
21200,-0.0263757733
21220,-0.0298406791
21240,-0.0456571665
21260,-0.0251959953
21280,-0.0498639600
21300,-0.0242808411
21320,-0.0527171225
21340,-0.0548126113
21360,-0.0408599698
21380,-0.0342392060
21400,-0.0184766306
21420,-0.0273497220
21440,-0.0295285802
21460,-0.0266022224
21480,-0.0341493557
21500,-0.0335644793
21520,-0.0323554520
21540,-0.0273049323
21560,-0.0186676606
21580,-0.0295955797
21600,-0.0307552290
21620,-0.0306818834
21640,-0.0445772926
21660,-0.0314963352
21680,-0.0227499123
21700,-0.0560401896
21720,-0.0429716762
21740,-0.0467250281
21760,-0.0671226183
21780,-0.0737404148
21800,-0.1224625641
21820,-0.0729998053
21840,-0.0382586536
21860,-0.0340951383
21880,-0.0393968051
21900,-0.0318141415
21920,-0.0229493926
21940,-0.0309888389
21960,-0.0240962837
21980,-0.0130101352
22000,-0.0670861442
22020,-0.0617437603
22040,-0.0605836555
22060,-0.0545939603
22080,-0.0255518616
22100,-0.0337626194
22120,-0.0436754417
22140,-0.0250580624
22160,-0.0230721280
22180,-0.0236707338
22200,-0.0446228780
22220,-0.0322110507
22240,-0.0557017025
22260,-0.0299058726
22280,-0.0853350156
22300,-0.5044990523
22320,-0.1583532732
22340,-0.1326558034
22360,-0.1206657273
22380,-0.0751213203
22400,-0.0302350151
22420,-0.0340595475
22440,-0.0396756103
22460,-0.0348385142
22480,-0.0319045375
22500,-0.0400897686
22520,-0.0418279377
22540,-0.0369719773
22560,-0.0272822184
22580,-0.0438251570
22600,-0.0145852164
22620,-0.0435840740
22640,-0.0324423776
22660,-0.0327594693
22680,-0.0298815962
22700,-0.0277695441
22720,-0.0166299665
22740,-0.0329816860
22760,-0.0221203671
22780,-0.0162733481
22800,-0.0148582693
22820,-0.0524285903
22840,-0.0694326357
22860,-0.0548807548
22880,-0.0356498659
22900,-0.0445451034
22920,-0.0201533245
22940,-0.0371038949
22960,-0.0332766652
22980,-0.0288897827
23000,-0.0395223505
23020,-0.0253837007
23040,-0.0403301867
23060,-0.0599411452
23080,-0.0776076312
23100,-0.0524417584
23120,-0.0429253290
23140,-0.0557603854
23160,-0.0427472154
23180,-0.0376756435
23200,-0.0450540901
23220,-0.0411211457
23240,-0.0499175028
23260,-0.0337737782
23280,-0.0216858948
23300,-0.0228194164
23320,-0.0263556154
23340,-0.0240845342
23360,-0.0343150406
23380,-0.0328362503
23400,-0.0239685168
23420,-0.0675491742
23440,-0.0279008829
23460,-0.0142595838
23480,-0.0360576335
23500,-0.0210554401
23520,-0.0415091305
23540,-0.0383522768
23560,-0.0439400110
23580,-0.1002474625
23600,-0.0300720246
23620,-0.0420428160
23640,-0.0573312887
23660,-0.0278278681
23680,-0.0453505359
23700,-0.0394299540
23720,-0.0338394227
23740,-0.0260208947
23760,-0.0379501424
23780,-0.0352264244
23800,-0.0586358443
23820,-0.0458850325
23840,-0.0357826451
23860,-0.0353382899
23880,-0.0191450122
23900,-0.0363672965
23920,-0.0399503838
23940,-0.0402802512
23960,-0.0449201428
23980,-0.0920682527
24000,-0.0807348441
24020,-0.0620621181
24040,-0.0564283326
24060,-0.0407867526
24080,-0.0300679448
24100,-0.0324596563
24120,-0.0164446600
24140,-0.0276771637
24160,-0.0420598120
24180,-0.0560990090
24200,-0.0415161003
24220,-0.0402083518
24240,-0.0350357007
24260,-0.0272358138
24280,-0.0218188108
24300,-0.0226507925
24320,-0.0428765958
24340,-0.0332236216
24360,-0.0235398276
24380,-0.0191803123
24400,-0.0246459024
24420,-0.0404270088
24440,-0.0525161882
24460,-0.0676487653
24480,-0.0278812126
24500,-0.0556587472
24520,-0.0611155374
24540,-0.0191587948
24560,-0.0362009471
24580,-0.0208504850
24600,-0.0351883980
24620,-0.0442187930
24640,-0.0228238100
24660,-0.0288136568
24680,-0.0301774227
24700,-0.0412530956
24720,-0.0431682449
24740,-0.0241834619
24760,-0.0439476779
24780,-0.0383593500
24800,-0.0250782345
24820,-0.0628846838
24840,-0.0242587141
24860,-0.0625830193
24880,-0.0447650533
24900,-0.0393061148
24920,-0.0201135040
24940,-0.0289154485
24960,-0.0270333633
24980,-0.0295994751
25000,-0.0413564761
25020,-0.0252151506
25040,-0.0253986129
25060,-0.0391196050
25080,-0.0341659480
25100,-0.0469523710
25120,-0.0254669904
25140,-0.0255569275
25160,-0.0161840606
25180,-0.0536097805
25200,-0.0425324690
25220,-0.0147290921
25240,-0.0326648192
25260,-0.0257829366
25280,-0.0218501193
25300,-0.0296035827
25320,-0.0388905635
25340,-0.0215499946
25360,-0.0223818417
25380,-0.0335261786
25400,-0.0623354417
25420,-0.0221041281
25440,-0.0167636216
25460,-0.0484218345
25480,-0.0202996339
