epoch,acc_train,acc_val,best_acc_val
0.000000,0.480000,0.391000,0.391000
1.000000,0.720000,0.763000,0.763000
2.000000,0.860000,0.771000,0.771000
3.000000,0.900000,0.866000,0.866000
4.000000,0.900000,0.899000,0.899000
5.000000,0.940000,0.911000,0.911000
6.000000,0.980000,0.923000,0.923000
7.000000,0.920000,0.925000,0.925000
8.000000,0.980000,0.926000,0.926000
9.000000,0.980000,0.930000,0.930000
10.000000,0.940000,0.925000,0.930000
11.000000,0.940000,0.938000,0.938000
12.000000,0.980000,0.937000,0.938000
13.000000,0.940000,0.941000,0.941000
14.000000,0.860000,0.929000,0.941000
15.000000,0.980000,0.956000,0.956000
16.000000,1.000000,0.963000,0.963000
17.000000,0.940000,0.968000,0.968000
18.000000,0.940000,0.956000,0.968000
19.000000,0.940000,0.933000,0.968000
20.000000,0.880000,0.961000,0.968000
21.000000,0.960000,0.968000,0.968000
22.000000,0.960000,0.962000,0.968000
23.000000,0.940000,0.954000,0.968000
24.000000,0.940000,0.944000,0.968000
25.000000,1.000000,0.956000,0.968000
26.000000,0.960000,0.911000,0.968000
27.000000,0.940000,0.953000,0.968000
28.000000,1.000000,0.975000,0.975000
29.000000,0.960000,0.955000,0.975000
30.000000,0.960000,0.953000,0.975000
31.000000,0.980000,0.970000,0.975000
32.000000,0.940000,0.952000,0.975000
33.000000,1.000000,0.977000,0.977000
34.000000,0.980000,0.969000,0.977000
35.000000,0.980000,0.965000,0.977000
36.000000,0.980000,0.973000,0.977000
37.000000,0.920000,0.966000,0.977000
38.000000,1.000000,0.970000,0.977000
39.000000,0.980000,0.941000,0.977000
40.000000,0.940000,0.973000,0.977000
41.000000,0.960000,0.969000,0.977000
42.000000,1.000000,0.969000,0.977000
43.000000,1.000000,0.976000,0.977000
44.000000,0.980000,0.979000,0.979000
45.000000,0.980000,0.973000,0.979000
46.000000,0.980000,0.977000,0.979000
47.000000,0.960000,0.970000,0.979000
48.000000,1.000000,0.984000,0.984000
49.000000,1.000000,0.970000,0.984000
50.000000,1.000000,0.976000,0.984000
51.000000,1.000000,0.977000,0.984000
52.000000,0.980000,0.963000,0.984000
53.000000,1.000000,0.980000,0.984000
54.000000,0.960000,0.967000,0.984000
55.000000,0.980000,0.969000,0.984000
56.000000,1.000000,0.976000,0.984000
57.000000,1.000000,0.989000,0.989000
58.000000,0.960000,0.976000,0.989000
59.000000,1.000000,0.980000,0.989000
60.000000,1.000000,0.970000,0.989000
61.000000,0.960000,0.957000,0.989000
62.000000,0.940000,0.929000,0.989000
63.000000,0.960000,0.975000,0.989000
64.000000,1.000000,0.971000,0.989000
65.000000,1.000000,0.994000,0.994000
66.000000,0.960000,0.976000,0.994000
67.000000,0.960000,0.967000,0.994000
68.000000,1.000000,0.974000,0.994000
69.000000,0.980000,0.987000,0.994000
70.000000,1.000000,0.975000,0.994000
71.000000,0.940000,0.972000,0.994000
72.000000,0.980000,0.966000,0.994000
73.000000,1.000000,0.984000,0.994000
74.000000,0.980000,0.978000,0.994000
75.000000,1.000000,0.976000,0.994000
76.000000,0.940000,0.965000,0.994000
77.000000,0.960000,0.972000,0.994000
78.000000,0.980000,0.983000,0.994000
79.000000,0.960000,0.969000,0.994000
80.000000,0.980000,0.987000,0.994000
81.000000,0.980000,0.960000,0.994000
82.000000,0.960000,0.964000,0.994000
83.000000,0.960000,0.958000,0.994000
84.000000,0.960000,0.986000,0.994000
85.000000,0.980000,0.981000,0.994000
86.000000,0.980000,0.950000,0.994000
87.000000,1.000000,0.976000,0.994000
88.000000,0.940000,0.964000,0.994000
89.000000,1.000000,0.966000,0.994000
90.000000,1.000000,0.983000,0.994000
91.000000,1.000000,0.978000,0.994000
92.000000,0.980000,0.964000,0.994000
93.000000,0.980000,0.977000,0.994000
94.000000,1.000000,0.968000,0.994000
95.000000,0.940000,0.967000,0.994000
96.000000,0.960000,0.954000,0.994000
97.000000,0.980000,0.974000,0.994000
98.000000,1.000000,0.975000,0.994000
99.000000,0.980000,0.991000,0.994000
100.000000,0.960000,0.986000,0.994000
101.000000,0.960000,0.984000,0.994000
102.000000,0.960000,0.974000,0.994000
103.000000,0.980000,0.988000,0.994000
104.000000,1.000000,0.990000,0.994000
105.000000,1.000000,0.982000,0.994000
106.000000,1.000000,0.982000,0.994000
107.000000,1.000000,0.983000,0.994000
108.000000,1.000000,0.980000,0.994000
109.000000,1.000000,0.968000,0.994000
110.000000,0.940000,0.964000,0.994000
111.000000,1.000000,0.989000,0.994000
112.000000,0.940000,0.959000,0.994000
113.000000,0.980000,0.985000,0.994000
114.000000,0.940000,0.951000,0.994000
115.000000,0.960000,0.970000,0.994000
116.000000,1.000000,0.977000,0.994000
117.000000,1.000000,0.981000,0.994000
118.000000,0.980000,0.968000,0.994000
119.000000,0.960000,0.985000,0.994000
120.000000,0.960000,0.986000,0.994000
121.000000,0.960000,0.986000,0.994000
122.000000,0.980000,0.985000,0.994000
123.000000,1.000000,0.984000,0.994000
124.000000,0.960000,0.986000,0.994000
125.000000,0.980000,0.965000,0.994000
126.000000,0.960000,0.984000,0.994000
127.000000,1.000000,0.976000,0.994000
128.000000,1.000000,0.985000,0.994000
129.000000,0.980000,0.984000,0.994000
130.000000,1.000000,0.972000,0.994000
131.000000,0.940000,0.981000,0.994000
132.000000,1.000000,0.982000,0.994000
133.000000,0.980000,0.978000,0.994000
134.000000,0.980000,0.989000,0.994000
135.000000,0.960000,0.972000,0.994000
136.000000,0.980000,0.983000,0.994000
137.000000,1.000000,0.985000,0.994000
138.000000,1.000000,0.988000,0.994000
139.000000,0.960000,0.965000,0.994000
140.000000,1.000000,0.991000,0.994000
141.000000,1.000000,0.984000,0.994000
142.000000,1.000000,0.986000,0.994000
143.000000,1.000000,0.982000,0.994000
144.000000,0.980000,0.980000,0.994000
145.000000,0.980000,0.984000,0.994000
146.000000,0.980000,0.980000,0.994000
147.000000,0.960000,0.981000,0.994000
148.000000,0.980000,0.978000,0.994000
149.000000,0.980000,0.963000,0.994000
150.000000,0.980000,0.989000,0.994000
151.000000,1.000000,0.985000,0.994000
152.000000,0.960000,0.983000,0.994000
153.000000,0.980000,0.979000,0.994000
154.000000,0.980000,0.972000,0.994000
155.000000,0.980000,0.978000,0.994000
156.000000,0.980000,0.984000,0.994000
157.000000,0.960000,0.979000,0.994000
158.000000,0.980000,0.987000,0.994000
159.000000,1.000000,0.964000,0.994000
160.000000,0.960000,0.973000,0.994000
161.000000,1.000000,0.980000,0.994000
162.000000,0.980000,0.987000,0.994000
163.000000,1.000000,0.978000,0.994000
164.000000,0.960000,0.982000,0.994000
165.000000,0.960000,0.984000,0.994000
166.000000,1.000000,0.982000,0.994000
167.000000,0.980000,0.970000,0.994000
168.000000,1.000000,0.974000,0.994000
169.000000,0.960000,0.987000,0.994000
170.000000,1.000000,0.977000,0.994000
171.000000,1.000000,0.978000,0.994000
172.000000,0.960000,0.945000,0.994000
173.000000,0.980000,0.945000,0.994000
174.000000,0.960000,0.987000,0.994000
175.000000,0.960000,0.984000,0.994000
176.000000,1.000000,0.992000,0.994000
177.000000,1.000000,0.990000,0.994000
178.000000,0.980000,0.992000,0.994000
179.000000,1.000000,0.989000,0.994000
180.000000,0.960000,0.961000,0.994000
181.000000,0.960000,0.953000,0.994000
182.000000,0.980000,0.984000,0.994000
183.000000,1.000000,0.993000,0.994000
184.000000,1.000000,0.978000,0.994000
185.000000,1.000000,0.978000,0.994000
186.000000,0.900000,0.976000,0.994000
187.000000,1.000000,0.991000,0.994000
188.000000,1.000000,0.982000,0.994000
189.000000,1.000000,0.981000,0.994000
190.000000,1.000000,0.977000,0.994000
191.000000,1.000000,0.991000,0.994000
192.000000,1.000000,0.957000,0.994000
193.000000,1.000000,0.978000,0.994000
194.000000,1.000000,0.977000,0.994000
195.000000,1.000000,0.974000,0.994000
196.000000,0.980000,0.992000,0.994000
197.000000,0.980000,0.982000,0.994000
198.000000,1.000000,0.975000,0.994000
199.000000,0.980000,0.981000,0.994000
200.000000,1.000000,0.982000,0.994000
201.000000,1.000000,0.965000,0.994000
202.000000,0.960000,0.973000,0.994000
203.000000,0.980000,0.966000,0.994000
204.000000,1.000000,0.970000,0.994000
205.000000,1.000000,0.987000,0.994000
206.000000,0.980000,0.967000,0.994000
207.000000,1.000000,0.975000,0.994000
208.000000,1.000000,0.989000,0.994000
209.000000,0.980000,0.989000,0.994000
210.000000,0.940000,0.977000,0.994000
211.000000,1.000000,0.980000,0.994000
