step,stock0,stock1,stock2,stock3,stock4
635,64.686,117.042,72.196,432.508,105.277
636,48.186,113.042,61.696,348.508,71.277
637,31.686,109.042,51.196,264.508,37.277
638,15.186,105.042,40.696,180.508,73.277
639,68.686,101.042,30.196,226.508,39.277
640,52.186,97.042,19.696,142.508,75.277
641,35.686,93.042,79.196,188.508,41.277
642,19.186,89.042,68.696,234.508,77.277
643,72.686,85.042,58.196,150.508,43.277
644,56.186,81.042,47.696,196.508,79.277
645,39.686,77.042,37.196,242.508,45.277
646,23.186,73.042,26.696,158.508,81.277
647,76.686,69.042,16.196,204.508,47.277
648,60.186,65.042,75.696,120.508,143.277
649,43.686,61.042,65.196,166.508,109.277
650,27.186,57.042,54.696,152.508,75.277
651,10.686,53.042,44.196,198.508,41.277
652,64.186,49.042,33.696,114.508,137.277
653,47.686,115.042,23.196,160.508,103.277
654,31.186,111.042,82.696,206.508,69.277
655,14.686,107.042,72.196,122.508,35.277
656,0.000,103.042,61.696,38.508,131.277
657,53.500,99.042,51.196,84.508,97.277
658,37.000,95.042,40.696,130.508,63.277
659,20.500,91.042,30.196,176.508,29.277
660,74.000,87.042,19.696,92.508,125.277
661,29.782,173.561,58.896,332.617,116.017
662,13.282,169.561,48.396,248.617,82.017
663,66.782,165.561,37.896,164.617,48.017
664,50.282,161.561,27.396,210.617,84.017
665,33.782,157.561,16.896,126.617,50.017
666,17.282,153.561,76.396,172.617,16.017
667,70.782,149.561,65.896,218.617,0.000
668,54.282,145.561,55.396,134.617,36.000
669,37.782,141.561,44.896,180.617,72.000
670,21.282,137.561,34.396,226.617,38.000
671,74.782,133.561,23.896,142.617,134.000
672,58.282,129.561,83.396,188.617,100.000
673,41.782,125.561,72.896,234.617,66.000
674,25.282,121.561,62.396,150.617,32.000
675,8.782,117.561,51.896,196.617,68.000
676,62.282,113.561,41.396,242.617,34.000
677,45.782,109.561,30.896,158.617,70.000
678,29.282,105.561,20.396,204.617,36.000
679,12.782,101.561,79.896,120.617,132.000
680,66.282,97.561,69.396,166.617,98.000
681,49.782,93.561,58.896,212.617,64.000
682,33.282,89.561,48.396,128.617,30.000
683,16.782,85.561,37.896,44.617,66.000
684,70.282,81.561,27.396,90.617,32.000
685,53.782,77.561,16.896,136.617,68.000
686,37.282,73.561,76.396,182.617,34.000
687,20.782,69.561,65.896,228.617,70.000
688,74.282,65.561,55.396,144.617,36.000
689,57.782,61.561,44.896,190.617,72.000
690,41.282,57.561,34.396,236.617,38.000
691,99.216,117.844,74.143,219.937,134.927
692,82.716,113.844,63.643,135.937,100.927
693,66.216,109.844,53.143,181.937,66.927
694,49.716,105.844,42.643,227.937,32.927
695,33.216,101.844,32.143,143.937,68.927
696,16.716,97.844,21.643,189.937,34.927
697,70.216,93.844,11.143,105.937,130.927
698,53.716,89.844,70.643,151.937,96.927
699,37.216,85.844,60.143,197.937,62.927
700,20.716,81.844,49.643,243.937,28.927
701,74.216,77.844,39.143,159.937,124.927
702,57.716,73.844,28.643,205.937,90.927
703,41.216,69.844,18.143,121.937,56.927
704,24.716,65.844,77.643,167.937,22.927
705,78.216,61.844,67.143,83.937,118.927
706,61.716,57.844,56.643,129.937,84.927
707,45.216,53.844,46.143,175.937,50.927
708,28.716,49.844,35.643,221.937,16.927
709,12.216,45.844,25.143,137.937,112.927
710,65.716,41.844,14.643,53.937,78.927
711,49.216,37.844,4.143,99.937,44.927
712,32.716,33.844,0.000,145.937,80.927
713,16.216,99.844,0.000,191.937,46.927
714,69.716,95.844,0.000,107.937,142.927
715,53.216,91.844,59.500,153.937,108.927
716,36.716,87.844,49.000,199.937,74.927
717,20.216,83.844,38.500,245.937,40.927
718,73.716,79.844,28.000,161.937,136.927
719,57.216,75.844,17.500,207.937,102.927
720,40.716,71.844,77.000,123.937,68.927
721,29.863,183.874,44.033,657.019,166.608
722,13.363,179.874,33.533,573.019,132.608
723,66.863,175.874,23.033,489.019,98.608
724,50.363,171.874,82.533,405.019,64.608
725,33.863,167.874,72.033,321.019,30.608
726,17.363,163.874,61.533,237.019,66.608
727,70.863,159.874,51.033,153.019,32.608
728,54.363,155.874,40.533,199.019,68.608
729,37.863,151.874,30.033,245.019,34.608
730,21.363,147.874,19.533,161.019,70.608
731,74.863,143.874,9.033,207.019,36.608
732,58.363,139.874,68.533,123.019,132.608
733,41.863,135.874,58.033,169.019,98.608
734,25.363,131.874,47.533,215.019,64.608
735,8.863,127.874,37.033,131.019,30.608
736,62.363,123.874,26.533,47.019,126.608
737,45.863,119.874,16.033,93.019,92.608
738,29.363,115.874,75.533,139.019,58.608
739,12.863,111.874,65.033,185.019,24.608
740,0.000,107.874,54.533,101.019,120.608
741,53.500,103.874,44.033,147.019,86.608
742,37.000,99.874,33.533,193.019,52.608
743,20.500,95.874,23.033,239.019,18.608
744,74.000,91.874,12.533,155.019,114.608
745,57.500,87.874,72.033,201.019,80.608
746,41.000,83.874,61.533,117.019,46.608
747,24.500,79.874,51.033,163.019,82.608
748,78.000,75.874,40.533,209.019,48.608
749,61.500,71.874,30.033,125.019,84.608
750,45.000,67.874,19.533,171.019,50.608
751,40.992,172.088,57.426,210.946,127.285
752,24.492,168.088,46.926,126.946,93.285
753,77.992,164.088,36.426,172.946,59.285
754,61.492,160.088,25.926,218.946,25.285
755,44.992,156.088,15.426,134.946,61.285
756,28.492,152.088,74.926,180.946,27.285
757,11.992,148.088,64.426,226.946,63.285
758,65.492,144.088,53.926,142.946,29.285
759,48.992,140.088,43.426,188.946,65.285
760,32.492,136.088,32.926,234.946,31.285
761,15.992,132.088,22.426,150.946,67.285
762,69.492,128.088,11.926,196.946,33.285
763,52.992,124.088,1.426,242.946,69.285
764,36.492,120.088,60.926,158.946,35.285
765,19.992,116.088,50.426,204.946,71.285
766,73.492,112.088,39.926,120.946,37.285
767,56.992,108.088,29.426,166.946,73.285
768,40.492,104.088,18.926,212.946,39.285
769,23.992,100.088,78.426,128.946,135.285
770,77.492,96.088,67.926,174.946,101.285
771,60.992,92.088,57.426,220.946,67.285
772,44.492,88.088,46.926,136.946,33.285
773,27.992,84.088,36.426,52.946,69.285
774,11.492,80.088,25.926,98.946,35.285
775,64.992,76.088,15.426,14.946,131.285
776,48.492,72.088,74.926,60.946,97.285
777,31.992,68.088,64.426,106.946,63.285
778,15.492,64.088,53.926,152.946,29.285
779,68.992,60.088,43.426,68.946,125.285
780,52.492,56.088,32.926,114.946,91.285
781,32.657,65.207,30.565,455.408,147.010
782,16.157,61.207,20.065,371.408,113.010
783,69.657,57.207,9.565,287.408,79.010
784,53.157,53.207,69.065,203.408,45.010
785,36.657,49.207,58.565,119.408,81.010
786,20.157,45.207,48.065,165.408,117.010
787,73.657,41.207,37.565,81.408,83.010
788,57.157,37.207,27.065,197.408,49.010
789,40.657,33.207,16.565,183.408,145.010
790,24.157,99.207,6.065,229.408,111.010
791,77.657,95.207,0.000,145.408,77.010
792,61.157,91.207,59.500,191.408,43.010
793,44.657,87.207,49.000,237.408,79.010
794,28.157,83.207,38.500,153.408,45.010
795,11.657,79.207,28.000,69.408,81.010
796,65.157,75.207,17.500,115.408,47.010
797,48.657,71.207,7.000,161.408,83.010
798,32.157,67.207,66.500,207.408,49.010
799,15.657,63.207,56.000,123.408,85.010
800,69.157,59.207,45.500,169.408,51.010
801,52.657,55.207,35.000,215.408,17.010
802,36.157,51.207,24.500,131.408,53.010
803,19.657,47.207,84.000,177.408,19.010
804,73.157,43.207,73.500,93.408,0.000
805,56.657,39.207,63.000,79.408,96.000
806,40.157,35.207,52.500,195.408,62.000
807,23.657,31.207,42.000,241.408,98.000
808,77.157,157.207,31.500,157.408,64.000
809,60.657,153.207,21.000,203.408,30.000
810,44.157,149.207,80.500,119.408,126.000
811,42.072,169.388,61.739,752.578,56.718
812,25.572,165.388,51.239,668.578,22.718
813,9.072,161.388,40.739,584.578,58.718
814,62.572,157.388,30.239,500.578,24.718
815,46.072,153.388,19.739,416.578,60.718
816,29.572,149.388,79.239,332.578,26.718
817,13.072,145.388,68.739,248.578,62.718
818,66.572,141.388,58.239,164.578,28.718
819,50.072,137.388,47.739,210.578,64.718
820,33.572,133.388,37.239,126.578,30.718
821,17.072,129.388,26.739,172.578,66.718
822,70.572,125.388,16.239,218.578,32.718
823,54.072,121.388,75.739,134.578,128.718
824,37.572,117.388,65.239,120.578,94.718
825,21.072,113.388,54.739,166.578,60.718
826,74.572,109.388,44.239,212.578,26.718
827,58.072,105.388,33.739,128.578,62.718
828,41.572,101.388,23.239,174.578,28.718
829,25.072,97.388,12.739,220.578,64.718
830,8.572,93.388,72.239,136.578,30.718
831,62.072,89.388,61.739,52.578,126.718
832,45.572,85.388,51.239,98.578,92.718
833,29.072,81.388,40.739,144.578,58.718
834,12.572,77.388,30.239,190.578,24.718
835,66.072,73.388,19.739,106.578,120.718
836,49.572,69.388,79.239,152.578,86.718
837,33.072,65.388,68.739,198.578,52.718
838,16.572,61.388,58.239,244.578,18.718
839,70.072,57.388,47.739,160.578,114.718
840,53.572,53.388,37.239,206.578,80.718
841,27.001,76.671,98.145,277.736,70.520
842,10.501,72.671,87.645,193.736,36.520
843,64.001,68.671,77.145,109.736,132.520
844,47.501,64.671,66.645,155.736,98.520
845,31.001,60.671,56.145,201.736,64.520
846,14.501,56.671,45.645,117.736,30.520
847,68.001,52.671,35.145,33.736,126.520
848,51.501,48.671,24.645,79.736,92.520
849,35.001,44.671,14.145,125.736,58.520
850,18.501,110.671,3.645,171.736,24.520
851,72.001,106.671,0.000,87.736,120.520
852,55.501,102.671,59.500,133.736,86.520
853,39.001,98.671,49.000,179.736,52.520
854,22.501,94.671,38.500,225.736,18.520
855,76.001,90.671,28.000,141.736,114.520
856,59.501,86.671,17.500,187.736,80.520
857,43.001,82.671,77.000,233.736,46.520
858,26.501,78.671,66.500,149.736,82.520
859,10.001,74.671,56.000,195.736,48.520
860,63.501,70.671,45.500,111.736,144.520
861,47.001,66.671,35.000,157.736,110.520
862,30.501,62.671,24.500,203.736,76.520
863,14.001,58.671,84.000,119.736,42.520
864,67.501,54.671,73.500,35.736,138.520
865,51.001,50.671,63.000,81.736,104.520
866,34.501,46.671,52.500,127.736,70.520
867,18.001,42.671,42.000,173.736,106.520
868,71.501,38.671,31.500,89.736,72.520
869,55.001,34.671,21.000,205.736,38.520
870,38.501,100.671,10.500,121.736,134.520
871,36.884,167.790,39.801,340.004,95.686
872,20.384,163.790,29.301,256.004,61.686
873,73.884,159.790,18.801,172.004,27.686
874,57.384,155.790,8.301,218.004,63.686
875,40.884,151.790,67.801,134.004,29.686
876,24.384,147.790,57.301,180.004,65.686
877,77.884,143.790,46.801,226.004,31.686
878,61.384,139.790,36.301,142.004,67.686
879,44.884,135.790,25.801,188.004,33.686
880,28.384,131.790,15.301,234.004,69.686
881,11.884,127.790,74.801,150.004,35.686
882,0.000,123.790,64.301,66.004,131.686
883,53.500,119.790,53.801,112.004,97.686
884,37.000,115.790,43.301,158.004,63.686
885,20.500,111.790,32.801,204.004,29.686
886,74.000,107.790,22.301,120.004,125.686
887,57.500,103.790,81.801,166.004,91.686
888,41.000,99.790,71.301,212.004,57.686
889,24.500,95.790,60.801,128.004,23.686
890,78.000,91.790,50.301,44.004,119.686
891,61.500,87.790,39.801,90.004,85.686
892,45.000,83.790,29.301,136.004,51.686
893,28.500,79.790,18.801,182.004,17.686
894,12.000,145.790,8.301,98.004,113.686
895,65.500,141.790,0.000,144.004,79.686
896,49.000,137.790,59.500,190.004,45.686
897,32.500,133.790,49.000,236.004,81.686
898,16.000,129.790,38.500,152.004,47.686
899,69.500,125.790,28.000,68.004,143.686
900,53.000,121.790,17.500,114.004,109.686
901,71.381,183.909,28.209,664.849,119.269
902,54.881,179.909,17.709,580.849,85.269
903,38.381,175.909,77.209,496.849,51.269
904,21.881,171.909,66.709,412.849,17.269
905,75.381,167.909,56.209,328.849,113.269
906,58.881,163.909,45.709,244.849,79.269
907,42.381,159.909,35.209,160.849,45.269
908,25.881,155.909,24.709,206.849,81.269
909,9.381,151.909,84.209,122.849,47.269
910,62.881,147.909,73.709,168.849,13.269
911,46.381,143.909,63.209,214.849,49.269
912,29.881,139.909,52.709,130.849,85.269
913,13.381,135.909,42.209,176.849,51.269
914,66.881,131.909,31.709,222.849,17.269
915,50.381,127.909,21.209,138.849,53.269
916,33.881,123.909,80.709,184.849,19.269
917,17.381,119.909,70.209,230.849,55.269
918,70.881,115.909,59.709,146.849,21.269
919,54.381,111.909,49.209,192.849,57.269
920,37.881,107.909,38.709,238.849,23.269
921,21.381,103.909,28.209,154.849,59.269
922,74.881,99.909,17.709,200.849,25.269
923,58.381,95.909,77.209,116.849,121.269
924,41.881,91.909,66.709,162.849,87.269
925,25.381,87.909,56.209,208.849,53.269
926,8.881,83.909,45.709,124.849,19.269
927,62.381,79.909,35.209,40.849,115.269
928,45.881,75.909,24.709,86.849,81.269
929,29.381,71.909,84.209,132.849,47.269
930,12.881,67.909,73.709,178.849,83.269
931,73.947,91.119,43.186,749.666,92.505
932,57.447,87.119,32.686,665.666,58.505
933,40.947,83.119,22.186,581.666,24.505
934,24.447,79.119,81.686,497.666,120.505
935,77.947,75.119,71.186,413.666,86.505
936,61.447,71.119,60.686,329.666,52.505
937,44.947,67.119,50.186,245.666,18.505
938,28.447,63.119,39.686,161.666,54.505
939,11.947,59.119,29.186,207.666,20.505
940,65.447,55.119,18.686,123.666,116.505
941,48.947,51.119,78.186,169.666,82.505
942,32.447,47.119,67.686,215.666,48.505
943,15.947,43.119,57.186,131.666,84.505
944,69.447,39.119,46.686,177.666,50.505
945,52.947,35.119,36.186,293.666,16.505
946,36.447,31.119,25.686,209.666,112.505
947,19.947,97.119,15.186,125.666,78.505
948,73.447,93.119,4.686,171.666,44.505
949,56.947,89.119,0.000,217.666,80.505
950,40.447,85.119,59.500,133.666,46.505
951,23.947,81.119,49.000,179.666,82.505
952,77.447,77.119,38.500,225.666,48.505
953,60.947,73.119,28.000,141.666,84.505
954,44.447,69.119,17.500,187.666,50.505
955,27.947,65.119,77.000,233.666,16.505
956,11.447,61.119,66.500,149.666,52.505
957,64.947,57.119,56.000,195.666,18.505
958,48.447,53.119,45.500,241.666,54.505
959,31.947,49.119,35.000,157.666,20.505
960,15.447,45.119,24.500,203.666,56.505
961,31.048,133.032,37.508,304.216,154.086
962,14.548,129.032,27.008,220.216,120.086
963,68.048,125.032,16.508,136.216,86.086
964,51.548,121.032,76.008,182.216,52.086
965,35.048,117.032,65.508,228.216,18.086
966,18.548,113.032,55.008,144.216,54.086
967,72.048,109.032,44.508,190.216,20.086
968,55.548,105.032,34.008,236.216,56.086
969,39.048,101.032,23.508,152.216,22.086
970,22.548,97.032,13.008,198.216,58.086
971,76.048,93.032,2.508,244.216,24.086
972,59.548,89.032,62.008,160.216,120.086
973,43.048,85.032,51.508,206.216,86.086
974,26.548,81.032,41.008,122.216,52.086
975,10.048,77.032,30.508,168.216,18.086
976,63.548,73.032,20.008,84.216,114.086
977,47.048,69.032,79.508,130.216,80.086
978,30.548,65.032,69.008,176.216,46.086
979,14.048,61.032,58.508,222.216,82.086
980,67.548,57.032,48.008,138.216,48.086
981,51.048,53.032,37.508,184.216,84.086
982,34.548,49.032,27.008,230.216,50.086
983,18.048,115.032,16.508,146.216,16.086
984,71.548,111.032,6.008,62.216,112.086
985,55.048,107.032,65.508,108.216,78.086
986,38.548,103.032,55.008,154.216,44.086
987,22.048,99.032,44.508,200.216,80.086
988,75.548,95.032,34.008,116.216,46.086
989,59.048,91.032,23.508,162.216,82.086
990,42.548,87.032,83.008,208.216,48.086
991,78.954,59.878,37.311,664.613,81.090
992,62.454,55.878,26.811,580.613,47.090
993,45.954,51.878,16.311,496.613,83.090
994,29.454,47.878,75.811,412.613,49.090
995,12.954,43.878,65.311,328.613,85.090
996,66.454,169.878,54.811,244.613,51.090
997,49.954,165.878,44.311,160.613,17.090
998,33.454,161.878,33.811,206.613,53.090
999,16.954,157.878,23.311,122.613,19.090
1000,70.454,153.878,12.811,38.613,0.000
1001,53.954,149.878,2.311,84.613,36.000
1002,37.454,145.878,0.000,130.613,72.000
1003,20.954,141.878,59.500,176.613,38.000
1004,4.454,137.878,49.000,92.613,134.000
1005,57.954,133.878,38.500,138.613,100.000
1006,41.454,129.878,28.000,184.613,66.000
1007,24.954,125.878,17.500,230.613,32.000
1008,78.454,121.878,7.000,146.613,128.000
1009,61.954,117.878,66.500,192.613,94.000
1010,45.454,113.878,56.000,238.613,60.000
1011,28.954,109.878,45.500,154.613,26.000
1012,12.454,105.878,35.000,200.613,62.000
1013,65.954,101.878,24.500,116.613,28.000
1014,49.454,97.878,14.000,162.613,64.000
1015,32.954,93.878,73.500,208.613,30.000
1016,16.454,89.878,63.000,124.613,66.000
1017,69.954,85.878,52.500,170.613,32.000
1018,53.454,81.878,42.000,216.613,68.000
1019,36.954,77.878,31.500,132.613,34.000
1020,20.454,73.878,21.000,48.613,70.000
1021,92.249,127.510,35.302,382.115,148.216
1022,75.749,123.510,24.802,298.115,114.216
1023,59.249,119.510,84.302,214.115,80.216
1024,42.749,115.510,73.802,130.115,46.216
1025,26.249,111.510,63.302,176.115,82.216
1026,9.749,107.510,52.802,222.115,48.216
1027,63.249,103.510,42.302,138.115,144.216
1028,46.749,99.510,31.802,184.115,110.216
1029,30.249,95.510,21.302,230.115,76.216
1030,13.749,91.510,80.802,146.115,42.216
1031,67.249,87.510,70.302,62.115,138.216
1032,50.749,83.510,59.802,108.115,104.216
1033,34.249,79.510,49.302,154.115,70.216
1034,17.749,75.510,38.802,200.115,36.216
1035,71.249,71.510,28.302,116.115,132.216
1036,54.749,67.510,17.802,162.115,98.216
1037,38.249,63.510,77.302,208.115,64.216
1038,21.749,59.510,66.802,124.115,30.216
1039,75.249,55.510,56.302,40.115,126.216
1040,58.749,51.510,45.802,86.115,92.216
1041,42.249,47.510,35.302,132.115,58.216
1042,25.749,113.510,24.802,178.115,24.216
1043,9.249,109.510,14.302,224.115,60.216
1044,62.749,105.510,3.802,140.115,26.216
1045,46.249,101.510,0.000,186.115,62.216
1046,29.749,97.510,59.500,232.115,28.216
1047,13.249,93.510,49.000,148.115,64.216
1048,66.749,89.510,38.500,194.115,30.216
1049,50.249,85.510,28.000,240.115,66.216
1050,33.749,81.510,17.500,156.115,32.216
1051,98.277,165.010,30.521,405.275,191.817
1052,81.777,161.010,20.021,321.275,157.817
1053,65.277,157.010,9.521,237.275,123.817
1054,48.777,153.010,69.021,153.275,89.817
1055,32.277,149.010,58.521,199.275,55.817
1056,15.777,145.010,48.021,245.275,21.817
1057,69.277,141.010,37.521,161.275,117.817
1058,52.777,137.010,27.021,207.275,83.817
1059,36.277,133.010,16.521,123.275,49.817
1060,19.777,129.010,6.021,169.275,85.817
1061,73.277,125.010,0.000,215.275,51.817
1062,56.777,121.010,59.500,131.275,17.817
1063,40.277,117.010,49.000,177.275,53.817
1064,23.777,113.010,38.500,223.275,19.817
1065,77.277,109.010,28.000,139.275,115.817
1066,60.777,105.010,17.500,185.275,81.817
1067,44.277,101.010,77.000,231.275,47.817
1068,27.777,97.010,66.500,147.275,83.817
1069,11.277,93.010,56.000,193.275,49.817
1070,64.777,89.010,45.500,109.275,145.817
1071,48.277,85.010,35.000,155.275,111.817
1072,31.777,81.010,24.500,201.275,77.817
1073,15.277,77.010,84.000,117.275,43.817
1074,68.777,73.010,73.500,33.275,139.817
1075,52.277,69.010,63.000,79.275,105.817
1076,35.777,65.010,52.500,125.275,71.817
1077,19.277,61.010,42.000,171.275,37.817
1078,72.777,57.010,31.500,87.275,133.817
1079,56.277,53.010,21.000,133.275,99.817
1080,39.777,49.010,80.500,179.275,65.817
1081,57.198,101.287,90.923,732.105,171.904
1082,40.698,97.287,80.423,648.105,137.904
1083,24.198,93.287,69.923,564.105,103.904
1084,77.698,89.287,59.423,480.105,69.904
1085,61.198,85.287,48.923,396.105,35.904
1086,44.698,81.287,38.423,312.105,71.904
1087,28.198,77.287,27.923,228.105,37.904
1088,11.698,73.287,17.423,144.105,73.904
1089,65.198,69.287,6.923,190.105,39.904
1090,48.698,65.287,0.000,236.105,75.904
1091,32.198,61.287,59.500,152.105,41.904
1092,15.698,57.287,49.000,198.105,77.904
1093,69.198,53.287,38.500,244.105,43.904
1094,52.698,49.287,28.000,160.105,79.904
1095,36.198,45.287,17.500,276.105,45.904
1096,19.698,41.287,7.000,192.105,81.904
1097,3.198,37.287,0.000,238.105,47.904
1098,56.698,33.287,0.000,154.105,13.904
1099,40.198,29.287,0.000,70.105,109.904
1100,23.698,95.287,0.000,116.105,75.904
1101,77.198,91.287,0.000,162.105,41.904
1102,60.698,87.287,0.000,208.105,77.904
1103,44.198,83.287,59.500,124.105,43.904
1104,27.698,79.287,49.000,170.105,79.904
1105,11.198,75.287,38.500,216.105,45.904
1106,64.698,71.287,28.000,132.105,141.904
1107,48.198,67.287,17.500,178.105,107.904
1108,31.698,63.287,77.000,224.105,73.904
1109,15.198,59.287,66.500,140.105,39.904
1110,68.698,55.287,56.000,56.105,135.904
1111,96.687,137.198,63.963,743.554,119.158
1112,80.187,133.198,53.463,659.554,85.158
1113,63.687,129.198,42.963,575.554,51.158
1114,47.187,125.198,32.463,491.554,17.158
1115,30.687,121.198,21.963,407.554,53.158
1116,14.187,117.198,81.463,323.554,19.158
1117,67.687,113.198,70.963,239.554,115.158
1118,51.187,109.198,60.463,155.554,81.158
1119,34.687,105.198,49.963,201.554,47.158
1120,18.187,101.198,39.463,117.554,83.158
1121,71.687,97.198,28.963,163.554,49.158
1122,55.187,93.198,18.463,209.554,85.158
1123,38.687,89.198,77.963,125.554,51.158
1124,22.187,85.198,67.463,171.554,17.158
1125,75.687,81.198,56.963,87.554,113.158
1126,59.187,77.198,46.463,133.554,79.158
1127,42.687,73.198,35.963,179.554,45.158
1128,26.187,69.198,25.463,95.554,81.158
1129,9.687,65.198,14.963,141.554,47.158
1130,63.187,61.198,4.463,57.554,143.158
1131,46.687,57.198,63.963,103.554,109.158
1132,30.187,53.198,53.463,89.554,75.158
1133,13.687,49.198,42.963,135.554,41.158
1134,67.187,45.198,32.463,51.554,7.158
1135,50.687,41.198,21.963,37.554,103.158
1136,34.187,107.198,11.463,83.554,69.158
1137,17.687,103.198,70.963,129.554,35.158
1138,1.187,99.198,60.463,45.554,131.158
1139,54.687,95.198,49.963,91.554,97.158
1140,38.187,91.198,39.463,137.554,63.158
1141,45.045,93.433,31.711,412.342,132.547
1142,28.545,89.433,21.211,328.342,98.547
1143,12.045,85.433,80.711,244.342,64.547
1144,65.545,81.433,70.211,160.342,30.547
1145,49.045,77.433,59.711,206.342,66.547
1146,32.545,73.433,49.211,122.342,32.547
1147,16.045,69.433,38.711,38.342,68.547
1148,69.545,65.433,28.211,84.342,34.547
1149,53.045,61.433,17.711,130.342,70.547
1150,36.545,57.433,77.211,176.342,36.547
1151,20.045,53.433,66.711,222.342,72.547
1152,73.545,49.433,56.211,138.342,38.547
1153,57.045,45.433,45.711,124.342,134.547
1154,40.545,111.433,35.211,170.342,100.547
1155,24.045,107.433,24.711,216.342,66.547
1156,77.545,103.433,14.211,132.342,32.547
1157,61.045,99.433,3.711,178.342,68.547
1158,44.545,95.433,63.211,224.342,34.547
1159,28.045,91.433,52.711,140.342,70.547
1160,11.545,87.433,42.211,186.342,36.547
1161,65.045,83.433,31.711,102.342,132.547
1162,48.545,79.433,21.211,148.342,98.547
1163,32.045,75.433,80.711,194.342,64.547
1164,15.545,71.433,70.211,240.342,30.547
1165,69.045,67.433,59.711,156.342,126.547
1166,52.545,63.433,49.211,202.342,92.547
1167,36.045,59.433,38.711,118.342,58.547
1168,19.545,55.433,28.211,164.342,24.547
1169,73.045,51.433,17.711,80.342,120.547
1170,56.545,47.433,77.211,126.342,86.547
1171,66.178,64.168,33.121,762.631,142.748
1172,49.678,60.168,22.621,678.631,108.748
1173,33.178,56.168,82.121,594.631,74.748
1174,16.678,52.168,71.621,510.631,40.748
1175,70.178,48.168,61.121,426.631,136.748
1176,53.678,44.168,50.621,342.631,102.748
1177,37.178,110.168,40.121,258.631,68.748
1178,20.678,106.168,29.621,174.631,34.748
1179,74.178,102.168,19.121,90.631,130.748
1180,57.678,98.168,78.621,136.631,96.748
1181,41.178,94.168,68.121,182.631,62.748
1182,24.678,90.168,57.621,228.631,28.748
1183,78.178,86.168,47.121,144.631,124.748
1184,61.678,82.168,36.621,190.631,90.748
1185,45.178,78.168,26.121,236.631,56.748
1186,28.678,74.168,15.621,152.631,22.748
1187,12.178,140.168,5.121,68.631,118.748
1188,65.678,136.168,0.000,114.631,84.748
1189,49.178,132.168,59.500,160.631,50.748
1190,32.678,128.168,49.000,206.631,16.748
1191,16.178,124.168,38.500,122.631,52.748
1192,69.678,120.168,28.000,168.631,18.748
1193,53.178,116.168,17.500,214.631,54.748
1194,36.678,112.168,77.000,130.631,20.748
1195,20.178,108.168,66.500,176.631,56.748
1196,73.678,104.168,56.000,222.631,22.748
1197,57.178,100.168,45.500,138.631,58.748
1198,40.678,96.168,35.000,184.631,24.748
1199,24.178,92.168,24.500,100.631,60.748
1200,77.678,88.168,14.000,146.631,26.748
1201,76.034,53.220,67.115,582.404,59.061
1202,59.534,49.220,56.615,498.404,25.061
1203,43.034,45.220,46.115,414.404,121.061
1204,26.534,41.220,35.615,330.404,87.061
1205,10.034,107.220,25.115,246.404,53.061
1206,63.534,103.220,14.615,162.404,19.061
1207,47.034,99.220,4.115,208.404,55.061
1208,30.534,95.220,63.615,124.404,21.061
1209,14.034,91.220,53.115,170.404,57.061
1210,67.534,87.220,42.615,216.404,23.061
1211,51.034,83.220,32.115,132.404,59.061
1212,34.534,79.220,21.615,178.404,25.061
1213,18.034,145.220,11.115,94.404,121.061
1214,71.534,141.220,0.615,140.404,87.061
1215,55.034,137.220,60.115,186.404,53.061
1216,38.534,133.220,49.615,232.404,19.061
1217,22.034,129.220,39.115,148.404,55.061
1218,75.534,125.220,28.615,194.404,21.061
1219,59.034,121.220,18.115,240.404,57.061
1220,42.534,117.220,77.615,156.404,23.061
1221,26.034,113.220,67.115,202.404,59.061
1222,9.534,109.220,56.615,118.404,25.061
1223,0.000,105.220,46.115,34.404,121.061
1224,53.500,101.220,35.615,80.404,87.061
1225,37.000,97.220,25.115,126.404,53.061
1226,20.500,93.220,14.615,172.404,19.061
1227,74.000,89.220,4.115,88.404,115.061
1228,57.500,85.220,63.615,134.404,81.061
1229,41.000,81.220,53.115,180.404,47.061
1230,24.500,77.220,42.615,226.404,83.061
1231,58.595,63.758,75.818,250.039,150.473
1232,42.095,59.758,65.318,166.039,116.473
1233,25.595,55.758,54.818,152.039,82.473
1234,9.095,51.758,44.318,198.039,48.473
1235,62.595,47.758,33.818,114.039,144.473
1236,46.095,113.758,23.318,160.039,110.473
1237,29.595,109.758,82.818,206.039,76.473
1238,13.095,105.758,72.318,122.039,42.473
1239,0.000,101.758,61.818,38.039,138.473
1240,53.500,97.758,51.318,84.039,104.473
1241,37.000,93.758,40.818,130.039,70.473
1242,20.500,89.758,30.318,176.039,36.473
1243,74.000,85.758,19.818,92.039,132.473
1244,57.500,81.758,79.318,138.039,98.473
1245,41.000,77.758,68.818,184.039,64.473
1246,24.500,73.758,58.318,230.039,30.473
1247,78.000,69.758,47.818,146.039,126.473
1248,61.500,65.758,37.318,192.039,92.473
1249,45.000,61.758,26.818,238.039,58.473
1250,28.500,57.758,16.318,154.039,24.473
1251,12.000,123.758,5.818,70.039,120.473
1252,65.500,119.758,0.000,116.039,86.473
1253,49.000,115.758,59.500,162.039,52.473
1254,32.500,111.758,49.000,208.039,18.473
1255,16.000,107.758,38.500,124.039,54.473
1256,69.500,103.758,28.000,170.039,20.473
1257,53.000,99.758,17.500,216.039,56.473
