step,stock0,stock1,stock2,stock3,stock4
253,14.488,120.896,27.318,139.881,27.340
254,67.988,116.896,16.818,55.881,123.340
255,51.488,112.896,76.318,101.881,89.340
256,34.988,108.896,65.818,147.881,55.340
257,18.488,104.896,55.318,193.881,21.340
258,1.988,100.896,44.818,109.881,117.340
259,55.488,96.896,34.318,155.881,83.340
260,38.988,92.896,23.818,201.881,49.340
261,22.488,88.896,83.318,117.881,145.340
262,75.988,84.896,72.818,163.881,111.340
263,59.488,80.896,62.318,209.881,77.340
264,42.988,76.896,51.818,125.881,43.340
265,26.488,72.896,41.318,171.881,79.340
266,9.988,68.896,30.818,217.881,45.340
267,63.488,64.896,20.318,133.881,141.340
268,46.988,60.896,79.818,179.881,107.340
269,30.488,56.896,69.318,165.881,73.340
270,13.988,52.896,58.818,211.881,39.340
271,90.777,155.297,59.342,698.369,106.414
272,74.277,151.297,48.842,614.369,72.414
273,57.777,147.297,38.342,530.369,38.414
274,41.277,143.297,27.842,446.369,74.414
275,24.777,139.297,17.342,362.369,40.414
276,78.277,135.297,6.842,278.369,136.414
277,61.777,131.297,66.342,194.369,102.414
278,45.277,127.297,55.842,240.369,68.414
279,28.777,123.297,45.342,156.369,34.414
280,12.277,119.297,34.842,202.369,70.414
281,65.777,115.297,24.342,118.369,36.414
282,49.277,111.297,13.842,164.369,72.414
283,32.777,107.297,73.342,210.369,38.414
284,16.277,103.297,62.842,126.369,74.414
285,69.777,99.297,52.342,172.369,40.414
286,53.277,95.297,41.842,218.369,76.414
287,36.777,91.297,31.342,134.369,42.414
288,20.277,87.297,20.842,50.369,78.414
289,73.777,83.297,10.342,96.369,44.414
290,57.277,79.297,0.000,142.369,80.414
291,40.777,75.297,59.500,188.369,46.414
292,24.277,71.297,49.000,234.369,82.414
293,77.777,67.297,38.500,150.369,48.414
294,61.277,63.297,28.000,196.369,84.414
295,44.777,59.297,17.500,242.369,50.414
296,28.277,55.297,77.000,158.369,16.414
297,11.777,51.297,66.500,204.369,52.414
298,65.277,47.297,56.000,120.369,18.414
299,48.777,43.297,45.500,106.369,114.414
300,32.277,109.297,35.000,152.369,80.414
301,38.565,198.716,47.886,704.625,162.384
302,22.065,194.716,37.386,620.625,128.384
303,75.565,190.716,26.886,536.625,94.384
304,59.065,186.716,16.386,452.625,60.384
305,42.565,182.716,75.886,368.625,26.384
306,26.065,178.716,65.386,284.625,62.384
307,9.565,174.716,54.886,200.625,28.384
308,63.065,170.716,44.386,116.625,124.384
309,46.565,166.716,33.886,162.625,90.384
310,30.065,162.716,23.386,208.625,56.384
311,13.565,158.716,82.886,124.625,22.384
312,67.065,154.716,72.386,170.625,0.000
313,50.565,150.716,61.886,216.625,36.000
314,34.065,146.716,51.386,132.625,72.000
315,17.565,142.716,40.886,178.625,38.000
316,71.065,138.716,30.386,94.625,134.000
317,54.565,134.716,19.886,140.625,100.000
318,38.065,130.716,79.386,186.625,66.000
319,21.565,126.716,68.886,232.625,32.000
320,75.065,122.716,58.386,148.625,128.000
321,58.565,118.716,47.886,194.625,94.000
322,42.065,114.716,37.386,240.625,60.000
323,25.565,110.716,26.886,156.625,26.000
324,9.065,106.716,16.386,202.625,62.000
325,62.565,102.716,5.886,118.625,28.000
326,46.065,98.716,0.000,164.625,64.000
327,29.565,94.716,59.500,210.625,30.000
328,13.065,90.716,49.000,126.625,66.000
329,66.565,86.716,38.500,172.625,32.000
330,50.065,82.716,28.000,218.625,68.000
331,40.306,52.989,33.310,543.988,160.969
332,23.806,48.989,22.810,459.988,126.969
333,77.306,44.989,12.310,375.988,92.969
334,60.806,40.989,71.810,291.988,58.969
335,44.306,36.989,61.310,277.988,24.969
336,27.806,32.989,50.810,193.988,60.969
337,11.306,28.989,40.310,239.988,96.969
338,64.806,154.989,29.810,155.988,62.969
339,48.306,150.989,19.310,201.988,28.969
340,31.806,146.989,78.810,117.988,124.969
341,15.306,142.989,68.310,163.988,90.969
342,68.806,138.989,57.810,209.988,56.969
343,52.306,134.989,47.310,125.988,22.969
344,35.806,130.989,36.810,171.988,58.969
345,19.306,126.989,26.310,217.988,24.969
346,72.806,122.989,15.810,133.988,120.969
347,56.306,118.989,75.310,179.988,86.969
348,39.806,114.989,64.810,225.988,52.969
349,23.306,110.989,54.310,141.988,18.969
350,6.806,106.989,43.810,57.988,114.969
351,60.306,102.989,33.310,103.988,80.969
352,43.806,98.989,22.810,149.988,46.969
353,27.306,164.989,12.310,65.988,142.969
354,10.806,160.989,71.810,111.988,108.969
355,64.306,156.989,61.310,157.988,74.969
356,47.806,152.989,50.810,203.988,40.969
357,31.306,148.989,40.310,119.988,76.969
358,14.806,144.989,29.810,165.988,42.969
359,68.306,140.989,19.310,81.988,138.969
360,51.806,136.989,78.810,127.988,104.969
361,92.721,71.920,47.732,795.879,115.286
362,76.221,67.920,37.232,711.879,81.286
363,59.721,63.920,26.732,627.879,47.286
364,43.221,59.920,16.232,543.879,83.286
365,26.721,55.920,75.732,459.879,49.286
366,10.221,51.920,65.232,375.879,85.286
367,63.721,47.920,54.732,291.879,51.286
368,47.221,43.920,44.232,277.879,17.286
369,30.721,39.920,33.732,193.879,113.286
370,14.221,105.920,23.232,239.879,79.286
371,67.721,101.920,12.732,155.879,45.286
372,51.221,97.920,2.232,201.879,81.286
373,34.721,93.920,61.732,117.879,47.286
374,18.221,89.920,51.232,163.879,83.286
375,71.721,85.920,40.732,209.879,49.286
376,55.221,81.920,30.232,125.879,85.286
377,38.721,77.920,19.732,171.879,51.286
378,22.221,73.920,79.232,217.879,17.286
379,75.721,69.920,68.732,133.879,113.286
380,59.221,65.920,58.232,179.879,79.286
381,42.721,61.920,47.732,225.879,45.286
382,26.221,57.920,37.232,141.879,81.286
383,9.721,53.920,26.732,187.879,47.286
384,63.221,49.920,16.232,103.879,143.286
385,46.721,115.920,5.732,149.879,109.286
386,30.221,111.920,65.232,195.879,75.286
387,13.721,107.920,54.732,241.879,41.286
388,67.221,103.920,44.232,157.879,137.286
389,50.721,99.920,33.732,203.879,103.286
390,34.221,95.920,23.232,119.879,69.286
391,96.101,114.079,86.244,524.937,142.597
392,79.601,110.079,75.744,440.937,108.597
393,63.101,106.079,65.244,356.937,74.597
394,46.601,102.079,54.744,272.937,40.597
395,30.101,98.079,44.244,188.937,76.597
396,13.601,94.079,33.744,234.937,42.597
397,67.101,90.079,23.244,150.937,138.597
398,50.601,86.079,82.744,196.937,104.597
399,34.101,82.079,72.244,242.937,70.597
400,17.601,78.079,61.744,158.937,36.597
401,71.101,74.079,51.244,74.937,132.597
402,54.601,70.079,40.744,120.937,98.597
403,38.101,66.079,30.244,166.937,64.597
404,21.601,62.079,19.744,212.937,30.597
405,75.101,58.079,9.244,128.937,126.597
406,58.601,54.079,68.744,174.937,92.597
407,42.101,50.079,58.244,220.937,58.597
408,25.601,46.079,47.744,136.937,24.597
409,9.101,42.079,37.244,182.937,60.597
410,62.601,38.079,26.744,228.937,26.597
411,46.101,34.079,16.244,144.937,122.597
412,29.601,100.079,5.744,190.937,88.597
413,13.101,96.079,65.244,236.937,54.597
414,66.601,92.079,54.744,152.937,20.597
415,50.101,88.079,44.244,198.937,56.597
416,33.601,84.079,33.744,244.937,22.597
417,17.101,80.079,23.244,160.937,58.597
418,70.601,76.079,12.744,206.937,24.597
419,54.101,72.079,72.244,122.937,120.597
420,37.601,68.079,61.744,168.937,86.597
421,87.576,135.246,57.890,653.059,144.538
422,71.076,131.246,47.390,569.059,110.538
423,54.576,127.246,36.890,485.059,76.538
424,38.076,123.246,26.390,401.059,42.538
425,21.576,119.246,15.890,317.059,78.538
426,75.076,115.246,5.390,233.059,44.538
427,58.576,111.246,64.890,149.059,140.538
428,42.076,107.246,54.390,195.059,106.538
429,25.576,103.246,43.890,241.059,72.538
430,9.076,99.246,33.390,157.059,38.538
431,62.576,95.246,22.890,73.059,134.538
432,46.076,91.246,82.390,119.059,100.538
433,29.576,87.246,71.890,105.059,66.538
434,13.076,83.246,61.390,151.059,32.538
435,66.576,79.246,50.890,67.059,128.538
436,50.076,75.246,40.390,113.059,94.538
437,33.576,71.246,29.890,159.059,60.538
438,17.076,67.246,19.390,205.059,26.538
439,70.576,63.246,8.890,121.059,122.538
440,54.076,59.246,68.390,167.059,88.538
441,37.576,55.246,57.890,213.059,54.538
442,21.076,51.246,47.390,129.059,20.538
443,74.576,47.246,36.890,45.059,116.538
444,58.076,113.246,26.390,91.059,82.538
445,41.576,109.246,15.890,137.059,48.538
446,25.076,105.246,5.390,183.059,84.538
447,8.576,101.246,64.890,229.059,50.538
448,62.076,97.246,54.390,145.059,16.538
449,45.576,93.246,43.890,191.059,52.538
450,29.076,89.246,33.390,237.059,18.538
451,62.466,177.668,85.160,510.602,112.296
452,45.966,173.668,74.660,426.602,78.296
453,29.466,169.668,64.160,342.602,44.296
454,12.966,165.668,53.660,258.602,80.296
455,66.466,161.668,43.160,174.602,46.296
456,49.966,157.668,32.660,220.602,82.296
457,33.466,153.668,22.160,136.602,48.296
458,16.966,149.668,11.660,182.602,84.296
459,70.466,145.668,1.160,228.602,50.296
460,53.966,141.668,60.660,144.602,16.296
461,37.466,137.668,50.160,190.602,52.296
462,20.966,133.668,39.660,236.602,18.296
463,74.466,129.668,29.160,152.602,114.296
464,57.966,125.668,18.660,198.602,80.296
465,41.466,121.668,78.160,244.602,46.296
466,24.966,117.668,67.660,160.602,82.296
467,78.466,113.668,57.160,206.602,48.296
468,61.966,109.668,46.660,122.602,84.296
469,45.466,105.668,36.160,168.602,50.296
470,28.966,101.668,25.660,214.602,16.296
471,12.466,97.668,15.160,130.602,52.296
472,65.966,93.668,4.660,176.602,18.296
473,49.466,89.668,0.000,222.602,54.296
474,32.966,85.668,59.500,138.602,20.296
475,16.466,81.668,49.000,184.602,56.296
476,69.966,77.668,38.500,230.602,22.296
477,53.466,73.668,28.000,146.602,58.296
478,36.966,69.668,17.500,192.602,24.296
479,20.466,135.668,7.000,108.602,120.296
480,73.966,131.668,0.000,154.602,86.296
481,43.176,65.959,86.479,348.739,149.059
482,26.676,61.959,75.979,264.739,115.059
483,10.176,57.959,65.479,180.739,81.059
484,63.676,53.959,54.979,226.739,47.059
485,47.176,49.959,44.479,142.739,83.059
486,30.676,115.959,33.979,188.739,49.059
487,14.176,111.959,23.479,234.739,85.059
488,67.676,107.959,12.979,150.739,51.059
489,51.176,103.959,72.479,196.739,17.059
490,34.676,99.959,61.979,242.739,53.059
491,18.176,95.959,51.479,158.739,19.059
492,71.676,91.959,40.979,74.739,115.059
493,55.176,87.959,30.479,120.739,81.059
494,38.676,83.959,19.979,166.739,47.059
495,22.176,149.959,9.479,82.739,143.059
496,75.676,145.959,0.000,128.739,109.059
497,59.176,141.959,59.500,174.739,75.059
498,42.676,137.959,49.000,220.739,41.059
499,26.176,133.959,38.500,136.739,77.059
500,9.676,129.959,28.000,182.739,43.059
501,63.176,125.959,17.500,98.739,139.059
502,46.676,121.959,77.000,144.739,105.059
503,30.176,117.959,66.500,190.739,71.059
504,13.676,113.959,56.000,236.739,37.059
505,67.176,109.959,45.500,152.739,133.059
506,50.676,105.959,35.000,198.739,99.059
507,34.176,101.959,24.500,244.739,65.059
508,17.676,97.959,84.000,160.739,31.059
509,71.176,93.959,73.500,76.739,127.059
510,54.676,89.959,63.000,122.739,93.059
511,50.360,119.032,39.573,776.810,182.252
512,33.860,115.032,29.073,692.810,148.252
513,17.360,111.032,18.573,608.810,114.252
514,70.860,107.032,8.073,524.810,80.252
515,54.360,103.032,67.573,440.810,46.252
516,37.860,99.032,57.073,356.810,82.252
517,21.360,95.032,46.573,272.810,48.252
518,74.860,91.032,36.073,188.810,144.252
519,58.360,87.032,25.573,234.810,110.252
520,41.860,83.032,15.073,150.810,76.252
521,25.360,79.032,74.573,196.810,42.252
522,8.860,75.032,64.073,242.810,78.252
523,62.360,71.032,53.573,158.810,44.252
524,45.860,67.032,43.073,204.810,80.252
525,29.360,63.032,32.573,120.810,46.252
526,12.860,59.032,22.073,36.810,82.252
527,66.360,55.032,11.573,82.810,48.252
528,49.860,51.032,1.073,128.810,84.252
529,33.360,47.032,60.573,174.810,50.252
530,16.860,43.032,50.073,220.810,86.252
531,70.360,169.032,39.573,136.810,52.252
532,53.860,165.032,29.073,182.810,18.252
533,37.360,161.032,18.573,228.810,54.252
534,20.860,157.032,78.073,144.810,20.252
535,74.360,153.032,67.573,190.810,0.000
536,57.860,149.032,57.073,236.810,36.000
537,41.360,145.032,46.573,152.810,72.000
538,24.860,141.032,36.073,198.810,38.000
539,78.360,137.032,25.573,114.810,134.000
540,61.860,133.032,15.073,160.810,100.000
541,65.850,170.462,37.452,506.461,140.885
542,49.350,166.462,26.952,422.461,106.885
543,32.850,162.462,16.452,338.461,72.885
544,16.350,158.462,75.952,254.461,38.885
545,69.850,154.462,65.452,170.461,134.885
546,53.350,150.462,54.952,216.461,100.885
547,36.850,146.462,44.452,132.461,66.885
548,20.350,142.462,33.952,178.461,32.885
549,73.850,138.462,23.452,94.461,128.885
550,57.350,134.462,82.952,140.461,94.885
551,40.850,130.462,72.452,186.461,60.885
552,24.350,126.462,61.952,232.461,26.885
553,77.850,122.462,51.452,148.461,122.885
554,61.350,118.462,40.952,194.461,88.885
555,44.850,114.462,30.452,240.461,54.885
556,28.350,110.462,19.952,156.461,20.885
557,11.850,106.462,9.452,202.461,56.885
558,65.350,102.462,0.000,118.461,22.885
559,48.850,98.462,0.000,164.461,58.885
560,32.350,94.462,59.500,210.461,24.885
561,15.850,90.462,49.000,126.461,60.885
562,69.350,86.462,38.500,172.461,26.885
563,52.850,82.462,28.000,218.461,62.885
564,36.350,78.462,17.500,134.461,28.885
565,19.850,144.462,7.000,50.461,124.885
566,73.350,140.462,0.000,96.461,90.885
567,56.850,136.462,59.500,142.461,56.885
568,40.350,132.462,49.000,188.461,22.885
569,23.850,128.462,38.500,234.461,58.885
570,77.350,124.462,28.000,150.461,24.885
571,66.416,167.393,50.561,205.286,85.484
572,49.916,163.393,40.061,121.286,51.484
573,33.416,159.393,29.561,167.286,17.484
574,16.916,155.393,19.061,213.286,53.484
575,70.416,151.393,8.561,129.286,19.484
576,53.916,147.393,0.000,175.286,55.484
577,37.416,143.393,59.500,221.286,21.484
578,20.916,139.393,49.000,137.286,57.484
579,74.416,135.393,38.500,183.286,23.484
580,57.916,131.393,28.000,229.286,59.484
581,41.416,127.393,17.500,145.286,25.484
582,24.916,123.393,7.000,191.286,61.484
583,78.416,119.393,0.000,237.286,27.484
584,61.916,115.393,59.500,153.286,123.484
585,45.416,111.393,49.000,199.286,89.484
586,28.916,107.393,38.500,245.286,55.484
587,12.416,103.393,28.000,161.286,21.484
588,65.916,99.393,17.500,77.286,117.484
589,49.416,95.393,77.000,123.286,83.484
590,32.916,91.393,66.500,169.286,49.484
591,16.416,87.393,56.000,215.286,85.484
592,69.916,83.393,45.500,131.286,51.484
593,53.416,79.393,35.000,177.286,17.484
594,36.916,75.393,24.500,223.286,53.484
595,20.416,71.393,84.000,139.286,19.484
596,73.916,67.393,73.500,55.286,115.484
597,57.416,63.393,63.000,101.286,81.484
598,40.916,59.393,52.500,147.286,47.484
599,24.416,55.393,42.000,193.286,83.484
600,77.916,51.393,31.500,239.286,49.484
601,54.636,170.826,26.804,719.164,77.548
602,38.136,166.826,16.304,635.164,43.548
603,21.636,162.826,75.804,551.164,139.548
604,75.136,158.826,65.304,467.164,105.548
605,58.636,154.826,54.804,383.164,71.548
606,42.136,150.826,44.304,299.164,37.548
607,25.636,146.826,33.804,215.164,73.548
608,9.136,142.826,23.304,131.164,39.548
609,62.636,138.826,12.804,47.164,135.548
610,46.136,134.826,72.304,93.164,101.548
611,29.636,130.826,61.804,139.164,67.548
612,13.136,126.826,51.304,185.164,33.548
613,0.000,122.826,40.804,101.164,129.548
614,53.500,118.826,30.304,147.164,95.548
615,37.000,114.826,19.804,193.164,61.548
616,20.500,110.826,79.304,239.164,27.548
617,74.000,106.826,68.804,155.164,123.548
618,57.500,102.826,58.304,201.164,89.548
619,41.000,98.826,47.804,117.164,55.548
620,24.500,94.826,37.304,163.164,21.548
621,78.000,90.826,26.804,79.164,117.548
622,61.500,86.826,16.304,125.164,83.548
623,45.000,82.826,75.804,171.164,49.548
624,28.500,78.826,65.304,217.164,85.548
625,12.000,74.826,54.804,133.164,51.548
626,65.500,70.826,44.304,179.164,17.548
627,49.000,66.826,33.804,225.164,53.548
628,32.500,62.826,23.304,141.164,19.548
629,16.000,128.826,12.804,57.164,115.548
630,69.500,124.826,2.304,103.164,81.548
631,60.686,133.042,44.196,768.508,111.277
632,44.186,129.042,33.696,684.508,77.277
633,27.686,125.042,23.196,600.508,43.277
634,11.186,121.042,82.696,516.508,139.277
