episode,discreward
100,-19.1420101709
200,-16.2982076263
300,-18.0204145062
400,-14.6088813389
500,-17.6276325764
600,-16.0587355601
700,-16.5606528130
800,-17.6223913834
900,-15.0147694903
1000,-16.0702661171
1100,-19.3994576807
1200,-13.5313351844
1300,-15.0124181643
1400,-19.1089947621
1500,-11.8397636227
1600,-15.6931807167
1700,-7.1917181817
1800,-20.6639335324
1900,-15.9147676617
2000,-16.0649461818
2100,-10.6643643246
2200,-13.0948959907
2300,-11.6645055173
2400,-13.6702169548
2500,-10.5440222719
2600,-16.0795085352
2700,-14.3090275227
2800,-12.0502098420
2900,-3.4317924158
3000,-13.8780791161
3100,-10.9440537692
3200,-11.2636817238
3300,-7.6673999977
3400,-22.3332620784
3500,-11.7155816000
3600,-8.0883810180
3700,-7.3571130967
3800,-10.7261522621
3900,-9.1524712800
4000,-10.5224858451
4100,-7.9537247771
4200,-7.5649099115
4300,-7.5287142850
4400,-17.7735932761
4500,-10.3462603569
4600,-11.9274862689
4700,-8.1167520667
4800,-9.5339297683
4900,-12.3873015459
5000,-8.6327550921
5100,-13.6962604067
5200,-7.1423656466
5300,-10.7037485830
5400,-9.4630836176
5500,-5.3511534323
5600,-8.7266728745
5700,-9.2150221291
5800,-5.5236715919
5900,-10.2329637414
6000,-5.6212555719
6100,-5.1340497751
6200,-5.8352512425
6300,-9.8724052579
6400,-9.6123641746
6500,-5.6155949928
6600,-7.2533862795
6700,-3.2244994193
6800,-12.4915347414
6900,-8.8423943252
7000,-7.2329910120
7100,-7.2540895910
7200,-8.4159191657
7300,-7.4664940561
7400,-8.6615722155
7500,-5.6800109930
7600,-5.8813905821
7700,-5.4671736033
7800,-8.4215741728
7900,-1.6369948735
8000,-6.3997238605
8100,-3.2038856287
8200,-4.6006643205
8300,-6.6666461877
8400,-3.4823174774
8500,-4.0035248942
8600,-5.4922869449
8700,-2.1118022984
8800,-5.9439583213
8900,-5.7947304155
9000,-10.5790921427
9100,-10.4898968745
9200,-4.8860244036
9300,-7.1707399900
9400,-8.1157995494
9500,-6.2709376208
9600,-3.7160445023
9700,-5.9570788866
9800,-4.5511405622
9900,-5.6273028527
10000,-4.3436917455
10100,-4.3553180427
10200,-4.7219436808
10300,-4.2937205567
10400,-5.7149032993
10500,-2.9316247905
10600,-4.5691327498
10700,-6.8145255009
10800,-4.7648061635
10900,-6.7427438676
11000,-4.4790900627
11100,-3.1675036173
11200,-3.1065160493
11300,-4.5269694149
11400,-6.9349607333
11500,-4.7103987139
11600,-3.6678812167
11700,-1.4286379058
11800,-3.7787284849
11900,-5.5699147296
12000,-12.0091360961
12100,-2.6256483894
12200,-3.0802968968
12300,-4.0135080028
12400,-6.0925227142
12500,-6.2747852162
12600,-7.2252248564
12700,-1.6446753513
12800,-3.3520891235
12900,-5.3549257759
13000,-5.4306316616
13100,-4.0945681806
13200,-5.7931312122
13300,-3.7514682088
13400,-5.0004916112
13500,-4.2552542203
13600,-4.5703406926
13700,-5.3981843440
13800,-3.7771190267
13900,-3.5474456579
14000,-4.8375269626
14100,-2.4048304185
14200,-2.0720751784
14300,-2.2995215950
14400,-3.0457514360
14500,-1.7634248608
14600,-3.6631761512
14700,-6.8345339962
14800,-1.9453912649
14900,-4.8197632052
15000,-2.3272787385
15100,-1.9548053378
15200,-2.0833588137
15300,-3.7347122147
15400,-4.6763017129
15500,-8.0505034924
15600,-3.2723680399
15700,-3.7620473843
15800,-3.0683988691
15900,-4.8716301488
16000,-2.8415507383
16100,-1.2283915713
16200,-5.1826386548
16300,-2.5033077897
16400,-4.0528701683
16500,-1.8083327160
16600,-2.6610543663
16700,-2.1882498375
16800,-2.1358453425
16900,-2.4297769843
17000,-2.4358300322
17100,-5.8810406162
17200,-1.6946511813
17300,-3.0188149492
17400,-4.6331961332
17500,-3.5021367986
17600,-7.5901286327
17700,-6.4203290954
17800,-0.2723256683
17900,-3.1072634503
18000,-0.6619868998
18100,-0.7481109867
18200,-2.0959212536
18300,-4.0012438002
18400,-5.1835149965
18500,-1.9305860868
